"chr"	"start"	"end"	"TAD"	"Length"
"954"	"chr16"	8424000	8850000	"TAD 954"	426000
"955"	"chr16"	8929000	9981000	"TAD 955"	1052000
"956"	"chr16"	10076000	10533000	"TAD 956"	457000
"957"	"chr16"	10558000	11408000	"TAD 957"	850000
"958"	"chr16"	11479000	13033000	"TAD 958"	1554000
"959"	"chr16"	13133000	14148000	"TAD 959"	1015000
"960"	"chr16"	14203000	14503000	"TAD 960"	3e+05
"961"	"chr16"	14741000	15506000	"TAD 961"	765000
"962"	"chr16"	15633000	16122000	"TAD 962"	489000
"963"	"chr16"	16201000	16814000	"TAD 963"	613000
"964"	"chr16"	16882000	16945000	"TAD 964"	63000
"965"	"chr16"	17081000	18215000	"TAD 965"	1134000
"966"	"chr16"	18340000	18849000	"TAD 966"	509000
"967"	"chr16"	19131000	19638000	"TAD 967"	507000
"968"	"chr16"	19699000	20069000	"TAD 968"	370000
"969"	"chr16"	20201000	20480000	"TAD 969"	279000
"970"	"chr16"	20514000	20761000	"TAD 970"	247000
"971"	"chr16"	20930000	21087000	"TAD 971"	157000
"972"	"chr16"	21209000	21410000	"TAD 972"	201000
"973"	"chr16"	21497000	22185000	"TAD 973"	688000
"974"	"chr16"	22315000	23891000	"TAD 974"	1576000
"975"	"chr16"	24016000	25321000	"TAD 975"	1305000
"976"	"chr16"	25371000	27434000	"TAD 976"	2063000
"977"	"chr16"	27486000	28474000	"TAD 977"	988000
"978"	"chr16"	28553000	29509000	"TAD 978"	956000
"979"	"chr16"	29636000	30223000	"TAD 979"	587000
"980"	"chr16"	30265000	30511000	"TAD 980"	246000
"981"	"chr16"	30601000	31355000	"TAD 981"	754000
"982"	"chr16"	31457000	31928000	"TAD 982"	471000
"983"	"chr16"	32003000	33043000	"TAD 983"	1040000
"984"	"chr16"	33073000	35002000	"TAD 984"	1929000
"985"	"chr16"	35056000	35729000	"TAD 985"	673000
"986"	"chr16"	35736000	36039000	"TAD 986"	303000
"987"	"chr16"	36231000	36356000	"TAD 987"	125000
"988"	"chr16"	36485000	36818000	"TAD 988"	333000
"989"	"chr16"	36835000	37041000	"TAD 989"	206000
"990"	"chr16"	37131000	38267000	"TAD 990"	1136000
"991"	"chr16"	38298000	38550000	"TAD 991"	252000
"992"	"chr16"	38615000	39050000	"TAD 992"	435000
"993"	"chr16"	39142000	41228000	"TAD 993"	2086000
"994"	"chr16"	41274000	42090000	"TAD 994"	816000
"995"	"chr16"	42243000	44064000	"TAD 995"	1821000
"996"	"chr16"	44193000	44698000	"TAD 996"	505000
"997"	"chr16"	44780000	45114000	"TAD 997"	334000
"998"	"chr16"	45198000	48186000	"TAD 998"	2988000
"999"	"chr16"	48246000	48941000	"TAD 999"	695000
"1000"	"chr16"	49067000	50738000	"TAD 1000"	1671000
"1001"	"chr16"	50854000	52215000	"TAD 1001"	1361000
"1002"	"chr16"	52292000	55476000	"TAD 1002"	3184000
"1003"	"chr16"	55488000	55817000	"TAD 1003"	329000
"1004"	"chr16"	55951000	56120000	"TAD 1004"	169000
"1005"	"chr16"	56226000	57068000	"TAD 1005"	842000
"1006"	"chr16"	57124000	57555000	"TAD 1006"	431000
"1007"	"chr16"	57678000	58272000	"TAD 1007"	594000
"1008"	"chr16"	58318000	58722000	"TAD 1008"	404000
"1009"	"chr16"	58866000	59264000	"TAD 1009"	398000
"1010"	"chr16"	59449000	59637000	"TAD 1010"	188000
"1011"	"chr16"	59732000	62818000	"TAD 1011"	3086000
"1012"	"chr16"	62989000	64674000	"TAD 1012"	1685000
"1013"	"chr16"	64767000	66023000	"TAD 1013"	1256000
"1014"	"chr16"	66142000	68530000	"TAD 1014"	2388000
"1015"	"chr16"	68610000	71225000	"TAD 1015"	2615000
"1016"	"chr16"	71253000	72208000	"TAD 1016"	955000
"1017"	"chr16"	72232000	72589000	"TAD 1017"	357000
"1018"	"chr16"	72645000	72959000	"TAD 1018"	314000
"1019"	"chr16"	73008000	75549000	"TAD 1019"	2541000
"1020"	"chr16"	75679000	76893000	"TAD 1020"	1214000
"1021"	"chr16"	76945000	78085000	"TAD 1021"	1140000
"1022"	"chr16"	78202000	81023000	"TAD 1022"	2821000
"1023"	"chr16"	81203000	84560000	"TAD 1023"	3357000
"1024"	"chr16"	84704000	84875000	"TAD 1024"	171000
"1025"	"chr16"	84966000	85682000	"TAD 1025"	716000
"1026"	"chr16"	85829000	87241000	"TAD 1026"	1412000
"1027"	"chr16"	87512000	87753000	"TAD 1027"	241000
"1028"	"chr16"	87855000	89720000	"TAD 1028"	1865000
"1029"	"chr16"	89817000	90181000	"TAD 1029"	364000
"1030"	"chr16"	90331000	91052000	"TAD 1030"	721000
"1031"	"chr16"	91084000	91624000	"TAD 1031"	540000
"1032"	"chr16"	91719000	91925000	"TAD 1032"	206000
"1033"	"chr16"	91943000	92483000	"TAD 1033"	540000
"1034"	"chr16"	92542000	93547000	"TAD 1034"	1005000
"1035"	"chr16"	93688000	93873000	"TAD 1035"	185000
"1036"	"chr16"	93925000	94312000	"TAD 1036"	387000
"1037"	"chr16"	94384000	94697000	"TAD 1037"	313000
"1038"	"chr16"	94810000	95933000	"TAD 1038"	1123000
"1039"	"chr16"	96018000	96149000	"TAD 1039"	131000
"1040"	"chr16"	96210000	96354000	"TAD 1040"	144000
"1041"	"chr16"	96362000	98207768	"TAD 1041"	1845768
"1042"	"chr17"	0	3520000	"TAD 1042"	3520000
"1043"	"chr17"	3583000	5405000	"TAD 1043"	1822000
"1044"	"chr17"	5429000	5741000	"TAD 1044"	312000
"1045"	"chr17"	5793000	6168000	"TAD 1045"	375000
"1046"	"chr17"	6741000	6868000	"TAD 1046"	127000
"1047"	"chr17"	7157000	7285000	"TAD 1047"	128000
"1048"	"chr17"	7451000	7834000	"TAD 1048"	383000
"1049"	"chr17"	8208000	8968000	"TAD 1049"	760000
"1050"	"chr17"	9020000	11945000	"TAD 1050"	2925000
"1051"	"chr17"	12049000	12360000	"TAD 1051"	311000
"1052"	"chr17"	12413000	12850000	"TAD 1052"	437000
"1053"	"chr17"	12875000	12973000	"TAD 1053"	98000
"1054"	"chr17"	13241000	13413000	"TAD 1054"	172000
"1055"	"chr17"	13662000	13875000	"TAD 1055"	213000
"1056"	"chr17"	14134000	14881000	"TAD 1056"	747000
"1057"	"chr17"	15092000	15444000	"TAD 1057"	352000
"1058"	"chr17"	15589000	15762000	"TAD 1058"	173000
"1059"	"chr17"	15853000	16911000	"TAD 1059"	1058000
"1060"	"chr17"	17392000	17639000	"TAD 1060"	247000
"1061"	"chr17"	17755000	17902000	"TAD 1061"	147000
"1062"	"chr17"	18020000	18865000	"TAD 1062"	845000
"1063"	"chr17"	18945000	20060000	"TAD 1063"	1115000
"1064"	"chr17"	20087000	21009000	"TAD 1064"	922000
"1065"	"chr17"	21257000	21992000	"TAD 1065"	735000
"1066"	"chr17"	22160000	22865000	"TAD 1066"	705000
"1067"	"chr17"	22992000	23118000	"TAD 1067"	126000
"1068"	"chr17"	23170000	23352000	"TAD 1068"	182000
"1069"	"chr17"	23577000	23849000	"TAD 1069"	272000
"1070"	"chr17"	23853000	23992000	"TAD 1070"	139000
"1071"	"chr17"	2.4e+07	24379000	"TAD 1071"	379000
"1072"	"chr17"	24478000	24678000	"TAD 1072"	2e+05
"1073"	"chr17"	24747000	25817000	"TAD 1073"	1070000
"1074"	"chr17"	25842000	26228000	"TAD 1074"	386000
"1075"	"chr17"	26303000	26882000	"TAD 1075"	579000
"1076"	"chr17"	26959000	27119000	"TAD 1076"	160000
"1077"	"chr17"	27224000	27496000	"TAD 1077"	272000
"1078"	"chr17"	27589000	28329000	"TAD 1078"	740000
"1079"	"chr17"	28333000	28967000	"TAD 1079"	634000
"1080"	"chr17"	29048000	29532000	"TAD 1080"	484000
"1081"	"chr17"	29533000	30972000	"TAD 1081"	1439000
"1082"	"chr17"	31007000	31652000	"TAD 1082"	645000
"1083"	"chr17"	31680000	32021000	"TAD 1083"	341000
"1084"	"chr17"	32132000	32492000	"TAD 1084"	360000
"1085"	"chr17"	32586000	32985000	"TAD 1085"	399000
"1086"	"chr17"	33053000	33140000	"TAD 1086"	87000
"1087"	"chr17"	33172000	33353000	"TAD 1087"	181000
"1088"	"chr17"	33435000	33808000	"TAD 1088"	373000
"1089"	"chr17"	34037000	34742000	"TAD 1089"	705000
"1090"	"chr17"	34858000	34950000	"TAD 1090"	92000
"1091"	"chr17"	34951000	35229000	"TAD 1091"	278000
"1092"	"chr17"	35506000	35905000	"TAD 1092"	399000
"1093"	"chr17"	36224000	36687000	"TAD 1093"	463000
"1094"	"chr17"	36866000	37162000	"TAD 1094"	296000
"1095"	"chr17"	37347000	39313000	"TAD 1095"	1966000
"1096"	"chr17"	39460000	39863000	"TAD 1096"	403000
"1097"	"chr17"	39919000	40712000	"TAD 1097"	793000
"1098"	"chr17"	40767000	40973000	"TAD 1098"	206000
"1099"	"chr17"	41036000	42755000	"TAD 1099"	1719000
"1100"	"chr17"	42820000	42940000	"TAD 1100"	120000
"1101"	"chr17"	43005000	43634000	"TAD 1101"	629000
"1102"	"chr17"	43708000	44727000	"TAD 1102"	1019000
"1103"	"chr17"	44761000	45343000	"TAD 1103"	582000
"1104"	"chr17"	45487000	45674000	"TAD 1104"	187000
"1105"	"chr17"	45743000	46120000	"TAD 1105"	377000
"1106"	"chr17"	46190000	46885000	"TAD 1106"	695000
"1107"	"chr17"	46917000	48082000	"TAD 1107"	1165000
"1108"	"chr17"	48180000	49888000	"TAD 1108"	1708000
"1109"	"chr17"	49963000	52449000	"TAD 1109"	2486000
"1110"	"chr17"	52566000	53332000	"TAD 1110"	766000
"1111"	"chr17"	53490000	53681000	"TAD 1111"	191000
"1112"	"chr17"	53821000	55828000	"TAD 1112"	2007000
"1113"	"chr17"	56085000	56258000	"TAD 1113"	173000
"1114"	"chr17"	56332000	56977000	"TAD 1114"	645000
"1115"	"chr17"	57039000	57325000	"TAD 1115"	286000
"1116"	"chr17"	57466000	58884000	"TAD 1116"	1418000
"1117"	"chr17"	58918000	65444000	"TAD 1117"	6526000
"1118"	"chr17"	65609000	66126000	"TAD 1118"	517000
"1119"	"chr17"	66221000	66487000	"TAD 1119"	266000
"1120"	"chr17"	66613000	67820000	"TAD 1120"	1207000
"1121"	"chr17"	67888000	69369000	"TAD 1121"	1481000
"1122"	"chr17"	69560000	70646000	"TAD 1122"	1086000
"1123"	"chr17"	70734000	70956000	"TAD 1123"	222000
"1124"	"chr17"	71065000	71469000	"TAD 1124"	404000
"1125"	"chr17"	71559000	72781000	"TAD 1125"	1222000
"1126"	"chr17"	72847000	73273000	"TAD 1126"	426000
"1127"	"chr17"	73323000	74143000	"TAD 1127"	820000
"1128"	"chr17"	74221000	74291000	"TAD 1128"	70000
"1129"	"chr17"	74314000	74483000	"TAD 1129"	169000
"1130"	"chr17"	74544000	74713000	"TAD 1130"	169000
"1131"	"chr17"	74805000	75551000	"TAD 1131"	746000
"1132"	"chr17"	75629000	79071000	"TAD 1132"	3442000
"1133"	"chr17"	79076000	79576000	"TAD 1133"	5e+05
"1134"	"chr17"	79657000	80205000	"TAD 1134"	548000
"1135"	"chr17"	80218000	80556000	"TAD 1135"	338000
"1136"	"chr17"	80608000	81095000	"TAD 1136"	487000
"1137"	"chr17"	81193000	82922000	"TAD 1137"	1729000
"1138"	"chr17"	83029000	83832000	"TAD 1138"	803000
"1139"	"chr17"	83895000	84442000	"TAD 1139"	547000
"1140"	"chr17"	84479000	86118000	"TAD 1140"	1639000
"1141"	"chr17"	86164000	86461000	"TAD 1141"	297000
"1142"	"chr17"	86486000	87265000	"TAD 1142"	779000
"1143"	"chr17"	87300000	87568000	"TAD 1143"	268000
"1144"	"chr17"	87678000	87960000	"TAD 1144"	282000
"1145"	"chr17"	87994000	88629000	"TAD 1145"	635000
"1146"	"chr17"	88681000	90509000	"TAD 1146"	1828000
"1147"	"chr17"	90612000	93060000	"TAD 1147"	2448000
"1148"	"chr17"	93181000	94987271	"TAD 1148"	1806271
"1149"	"chr18"	0	3253000	"TAD 1149"	3253000
"1150"	"chr18"	3261000	3439000	"TAD 1150"	178000
"1151"	"chr18"	3521000	5069000	"TAD 1151"	1548000
"1152"	"chr18"	5167000	5955000	"TAD 1152"	788000
"1153"	"chr18"	6035000	6557000	"TAD 1153"	522000
"1154"	"chr18"	6691000	7768000	"TAD 1154"	1077000
"1155"	"chr18"	7992000	9192000	"TAD 1155"	1200000
"1156"	"chr18"	9304000	9449000	"TAD 1156"	145000
"1157"	"chr18"	9450000	10020000	"TAD 1157"	570000
"1158"	"chr18"	10074000	10182000	"TAD 1158"	108000
"1159"	"chr18"	10220000	10796000	"TAD 1159"	576000
"1160"	"chr18"	10832000	11484000	"TAD 1160"	652000
"1161"	"chr18"	11500000	12073000	"TAD 1161"	573000
"1162"	"chr18"	12133000	12723000	"TAD 1162"	590000
"1163"	"chr18"	12744000	12928000	"TAD 1163"	184000
"1164"	"chr18"	13053000	14477000	"TAD 1164"	1424000
"1165"	"chr18"	14515000	19889000	"TAD 1165"	5374000
"1166"	"chr18"	19954000	20973000	"TAD 1166"	1019000
"1167"	"chr18"	21057000	23932000	"TAD 1167"	2875000
"1168"	"chr18"	24046000	24549000	"TAD 1168"	503000
"1169"	"chr18"	24698000	25160000	"TAD 1169"	462000
"1170"	"chr18"	25221000	25746000	"TAD 1170"	525000
"1171"	"chr18"	25787000	30227000	"TAD 1171"	4440000
"1172"	"chr18"	30376000	31589000	"TAD 1172"	1213000
"1173"	"chr18"	31650000	31783000	"TAD 1173"	133000
"1174"	"chr18"	31910000	32449000	"TAD 1174"	539000
"1175"	"chr18"	32458000	32814000	"TAD 1175"	356000
"1176"	"chr18"	32891000	33711000	"TAD 1176"	820000
"1177"	"chr18"	33831000	34834000	"TAD 1177"	1003000
"1178"	"chr18"	34986000	35505000	"TAD 1178"	519000
"1179"	"chr18"	35677000	35921000	"TAD 1179"	244000
"1180"	"chr18"	35960000	36742000	"TAD 1180"	782000
"1181"	"chr18"	36946000	37253000	"TAD 1181"	307000
"1182"	"chr18"	37309000	37884000	"TAD 1182"	575000
"1183"	"chr18"	38003000	39109000	"TAD 1183"	1106000
"1184"	"chr18"	39192000	40145000	"TAD 1184"	953000
"1185"	"chr18"	40247000	42187000	"TAD 1185"	1940000
"1186"	"chr18"	42281000	42490000	"TAD 1186"	209000
"1187"	"chr18"	42652000	44362000	"TAD 1187"	1710000
"1188"	"chr18"	44415000	44809000	"TAD 1188"	394000
"1189"	"chr18"	44961000	46099000	"TAD 1189"	1138000
"1190"	"chr18"	46157000	46578000	"TAD 1190"	421000
"1191"	"chr18"	46604000	46947000	"TAD 1191"	343000
"1192"	"chr18"	46997000	49618000	"TAD 1192"	2621000
"1193"	"chr18"	49784000	50114000	"TAD 1193"	330000
"1194"	"chr18"	50272000	52386000	"TAD 1194"	2114000
"1195"	"chr18"	52611000	53948000	"TAD 1195"	1337000
"1196"	"chr18"	54007000	56256000	"TAD 1196"	2249000
"1197"	"chr18"	56369000	57333000	"TAD 1197"	964000
"1198"	"chr18"	57415000	57945000	"TAD 1198"	530000
"1199"	"chr18"	57993000	58474000	"TAD 1199"	481000
"1200"	"chr18"	58497000	59071000	"TAD 1200"	574000
"1201"	"chr18"	59106000	60155000	"TAD 1201"	1049000
"1202"	"chr18"	60549000	60758000	"TAD 1202"	209000
"1203"	"chr18"	60811000	61485000	"TAD 1203"	674000
"1204"	"chr18"	61535000	61929000	"TAD 1204"	394000
"1205"	"chr18"	61983000	62970000	"TAD 1205"	987000
"1206"	"chr18"	63008000	63605000	"TAD 1206"	597000
"1207"	"chr18"	63775000	64472000	"TAD 1207"	697000
"1208"	"chr18"	64538000	65919000	"TAD 1208"	1381000
"1209"	"chr18"	65931000	66532000	"TAD 1209"	601000
"1210"	"chr18"	66554000	67014000	"TAD 1210"	460000
"1211"	"chr18"	67092000	67779000	"TAD 1211"	687000
"1212"	"chr18"	67917000	68313000	"TAD 1212"	396000
"1213"	"chr18"	68351000	68457000	"TAD 1213"	106000
"1214"	"chr18"	68503000	70418000	"TAD 1214"	1915000
"1215"	"chr18"	70479000	70691000	"TAD 1215"	212000
"1216"	"chr18"	70716000	73576000	"TAD 1216"	2860000
"1217"	"chr18"	73645000	74708000	"TAD 1217"	1063000
"1218"	"chr18"	74795000	74988000	"TAD 1218"	193000
"1219"	"chr18"	75083000	76159000	"TAD 1219"	1076000
"1220"	"chr18"	76386000	76893000	"TAD 1220"	507000
"1221"	"chr18"	76927000	77046000	"TAD 1221"	119000
"1222"	"chr18"	77093000	77614000	"TAD 1222"	521000
"1223"	"chr18"	77620000	77729000	"TAD 1223"	109000
"1224"	"chr18"	77805000	80151000	"TAD 1224"	2346000
"1225"	"chr18"	80261000	80467000	"TAD 1225"	206000
"1226"	"chr18"	80471000	81923000	"TAD 1226"	1452000
"1227"	"chr18"	81995000	82681000	"TAD 1227"	686000
"1228"	"chr18"	82738000	82959000	"TAD 1228"	221000
"1229"	"chr18"	83080000	84515000	"TAD 1229"	1435000
"1230"	"chr18"	84650000	84947000	"TAD 1230"	297000
"1231"	"chr18"	85081000	86484000	"TAD 1231"	1403000
"1232"	"chr18"	86597000	88700000	"TAD 1232"	2103000
"1233"	"chr18"	88774000	90702639	"TAD 1233"	1928639
"1234"	"chr19"	0	3518000	"TAD 1234"	3518000
"1235"	"chr19"	3593000	4380000	"TAD 1235"	787000
"1236"	"chr19"	4467000	4966000	"TAD 1236"	499000
"1237"	"chr19"	5031000	6337000	"TAD 1237"	1306000
"1238"	"chr19"	6455000	7413000	"TAD 1238"	958000
"1239"	"chr19"	7520000	7606000	"TAD 1239"	86000
"1240"	"chr19"	7910000	8327000	"TAD 1240"	417000
"1241"	"chr19"	8579000	8669000	"TAD 1241"	90000
"1242"	"chr19"	8763000	9099000	"TAD 1242"	336000
"1243"	"chr19"	9368000	9623000	"TAD 1243"	255000
"1244"	"chr19"	9917000	10502000	"TAD 1244"	585000
"1245"	"chr19"	10557000	10959000	"TAD 1245"	402000
"1246"	"chr19"	11093000	11985000	"TAD 1246"	892000
"1247"	"chr19"	12122000	12809000	"TAD 1247"	687000
"1248"	"chr19"	12886000	13850000	"TAD 1248"	964000
"1249"	"chr19"	13986000	15840000	"TAD 1249"	1854000
"1250"	"chr19"	15889000	15966000	"TAD 1250"	77000
"1251"	"chr19"	16054000	17374000	"TAD 1251"	1320000
"1252"	"chr19"	17457000	18481000	"TAD 1252"	1024000
"1253"	"chr19"	18608000	18813000	"TAD 1253"	205000
"1254"	"chr19"	18909000	20293000	"TAD 1254"	1384000
"1255"	"chr19"	20378000	20734000	"TAD 1255"	356000
"1256"	"chr19"	20806000	22308000	"TAD 1256"	1502000
"1257"	"chr19"	22345000	22855000	"TAD 1257"	510000
"1258"	"chr19"	22939000	23229000	"TAD 1258"	290000
"1259"	"chr19"	23297000	24257000	"TAD 1259"	960000
"1260"	"chr19"	24321000	24860000	"TAD 1260"	539000
"1261"	"chr19"	24976000	25637000	"TAD 1261"	661000
"1262"	"chr19"	25761000	27370000	"TAD 1262"	1609000
"1263"	"chr19"	27459000	28764000	"TAD 1263"	1305000
"1264"	"chr19"	28773000	29526000	"TAD 1264"	753000
"1265"	"chr19"	29527000	30171000	"TAD 1265"	644000
"1266"	"chr19"	30284000	30579000	"TAD 1266"	295000
"1267"	"chr19"	30628000	31712000	"TAD 1267"	1084000
"1268"	"chr19"	31737000	32080000	"TAD 1268"	343000
"1269"	"chr19"	32113000	32433000	"TAD 1269"	320000
"1270"	"chr19"	32504000	32690000	"TAD 1270"	186000
"1271"	"chr19"	32724000	33348000	"TAD 1271"	624000
"1272"	"chr19"	33594000	33707000	"TAD 1272"	113000
"1273"	"chr19"	33881000	34916000	"TAD 1273"	1035000
"1274"	"chr19"	35036000	36045000	"TAD 1274"	1009000
"1275"	"chr19"	36118000	36738000	"TAD 1275"	620000
"1276"	"chr19"	36835000	37543000	"TAD 1276"	708000
"1277"	"chr19"	37582000	38777000	"TAD 1277"	1195000
"1278"	"chr19"	39127000	39611000	"TAD 1278"	484000
"1279"	"chr19"	39682000	39892000	"TAD 1279"	210000
"1280"	"chr19"	39913000	40106000	"TAD 1280"	193000
"1281"	"chr19"	40302000	41769000	"TAD 1281"	1467000
"1282"	"chr19"	41899000	42154000	"TAD 1282"	255000
"1283"	"chr19"	42194000	42741000	"TAD 1283"	547000
"1284"	"chr19"	42819000	43348000	"TAD 1284"	529000
"1285"	"chr19"	43508000	44097000	"TAD 1285"	589000
"1286"	"chr19"	44161000	44545000	"TAD 1286"	384000
"1287"	"chr19"	44562000	45734000	"TAD 1287"	1172000
"1288"	"chr19"	45806000	46009000	"TAD 1288"	203000
"1289"	"chr19"	46104000	47010000	"TAD 1289"	906000
"1290"	"chr19"	47074000	47160000	"TAD 1290"	86000
"1291"	"chr19"	47196000	47817000	"TAD 1291"	621000
"1292"	"chr19"	47969000	50130000	"TAD 1292"	2161000
"1293"	"chr19"	50238000	52909000	"TAD 1293"	2671000
"1294"	"chr19"	53061000	53365000	"TAD 1294"	304000
"1295"	"chr19"	53396000	53637000	"TAD 1295"	241000
"1296"	"chr19"	53645000	55044000	"TAD 1296"	1399000
"1297"	"chr19"	55068000	55316000	"TAD 1297"	248000
"1298"	"chr19"	55355000	56294000	"TAD 1298"	939000
"1299"	"chr19"	56407000	57644000	"TAD 1299"	1237000
"1300"	"chr19"	57757000	60740000	"TAD 1300"	2983000
"1301"	"chr19"	60832000	61431566	"TAD 1301"	599566
"1302"	"chr2"	0	3301000	"TAD 1302"	3301000
"1303"	"chr2"	3335000	3513000	"TAD 1303"	178000
"1304"	"chr2"	3516000	4863000	"TAD 1304"	1347000
"1305"	"chr2"	4921000	5003000	"TAD 1305"	82000
"1306"	"chr2"	5040000	5822000	"TAD 1306"	782000
"1307"	"chr2"	5978000	8612000	"TAD 1307"	2634000
"1308"	"chr2"	8721000	10032000	"TAD 1308"	1311000
"1309"	"chr2"	10074000	10301000	"TAD 1309"	227000
"1310"	"chr2"	10470000	11792000	"TAD 1310"	1322000
"1311"	"chr2"	12008000	12416000	"TAD 1311"	408000
"1312"	"chr2"	12434000	13222000	"TAD 1312"	788000
"1313"	"chr2"	13305000	14721000	"TAD 1313"	1416000
"1314"	"chr2"	14734000	15036000	"TAD 1314"	302000
"1315"	"chr2"	15088000	16310000	"TAD 1315"	1222000
"1316"	"chr2"	16396000	19343000	"TAD 1316"	2947000
"1317"	"chr2"	19422000	20770000	"TAD 1317"	1348000
"1318"	"chr2"	20891000	21264000	"TAD 1318"	373000
"1319"	"chr2"	21281000	21900000	"TAD 1319"	619000
"1320"	"chr2"	21955000	22595000	"TAD 1320"	640000
"1321"	"chr2"	22622000	22859000	"TAD 1321"	237000
"1322"	"chr2"	22931000	23158000	"TAD 1322"	227000
"1323"	"chr2"	23321000	24206000	"TAD 1323"	885000
"1324"	"chr2"	24303000	24759000	"TAD 1324"	456000
"1325"	"chr2"	24963000	25553000	"TAD 1325"	590000
"1326"	"chr2"	25678000	26576000	"TAD 1326"	898000
"1327"	"chr2"	26695000	26903000	"TAD 1327"	208000
"1328"	"chr2"	26913000	27492000	"TAD 1328"	579000
"1329"	"chr2"	27542000	28412000	"TAD 1329"	870000
"1330"	"chr2"	28519000	28575000	"TAD 1330"	56000
"1331"	"chr2"	28651000	29740000	"TAD 1331"	1089000
"1332"	"chr2"	29765000	30028000	"TAD 1332"	263000
"1333"	"chr2"	30078000	30364000	"TAD 1333"	286000
"1334"	"chr2"	30473000	30933000	"TAD 1334"	460000
"1335"	"chr2"	30968000	32939000	"TAD 1335"	1971000
"1336"	"chr2"	33019000	34619000	"TAD 1336"	1600000
"1337"	"chr2"	34693000	34769000	"TAD 1337"	76000
"1338"	"chr2"	34808000	35201000	"TAD 1338"	393000
"1339"	"chr2"	35205000	35509000	"TAD 1339"	304000
"1340"	"chr2"	35542000	35941000	"TAD 1340"	399000
"1341"	"chr2"	35984000	36243000	"TAD 1341"	259000
"1342"	"chr2"	36398000	37213000	"TAD 1342"	815000
"1343"	"chr2"	37472000	37801000	"TAD 1343"	329000
"1344"	"chr2"	37820000	38914000	"TAD 1344"	1094000
"1345"	"chr2"	38935000	38991000	"TAD 1345"	56000
"1346"	"chr2"	39016000	39223000	"TAD 1346"	207000
"1347"	"chr2"	39274000	39376000	"TAD 1347"	102000
"1348"	"chr2"	39397000	42672000	"TAD 1348"	3275000
"1349"	"chr2"	42724000	43609000	"TAD 1349"	885000
"1350"	"chr2"	43718000	47411000	"TAD 1350"	3693000
"1351"	"chr2"	47511000	48817000	"TAD 1351"	1306000
"1352"	"chr2"	48963000	49715000	"TAD 1352"	752000
"1353"	"chr2"	49784000	50255000	"TAD 1353"	471000
"1354"	"chr2"	50342000	51877000	"TAD 1354"	1535000
"1355"	"chr2"	51949000	52112000	"TAD 1355"	163000
"1356"	"chr2"	52183000	52609000	"TAD 1356"	426000
"1357"	"chr2"	52766000	53101000	"TAD 1357"	335000
"1358"	"chr2"	53364000	54991000	"TAD 1358"	1627000
"1359"	"chr2"	55094000	55988000	"TAD 1359"	894000
"1360"	"chr2"	56134000	57042000	"TAD 1360"	908000
"1361"	"chr2"	57110000	57382000	"TAD 1361"	272000
"1362"	"chr2"	57393000	57925000	"TAD 1362"	532000
"1363"	"chr2"	57997000	58664000	"TAD 1363"	667000
"1364"	"chr2"	58738000	59431000	"TAD 1364"	693000
"1365"	"chr2"	59542000	61430000	"TAD 1365"	1888000
"1366"	"chr2"	61610000	62632000	"TAD 1366"	1022000
"1367"	"chr2"	62702000	63366000	"TAD 1367"	664000
"1368"	"chr2"	63502000	65350000	"TAD 1368"	1848000
"1369"	"chr2"	65388000	68729000	"TAD 1369"	3341000
"1370"	"chr2"	68795000	69873000	"TAD 1370"	1078000
"1371"	"chr2"	69926000	69989000	"TAD 1371"	63000
"1372"	"chr2"	70094000	70553000	"TAD 1372"	459000
"1373"	"chr2"	70714000	71038000	"TAD 1373"	324000
"1374"	"chr2"	71142000	71376000	"TAD 1374"	234000
"1375"	"chr2"	71422000	71564000	"TAD 1375"	142000
"1376"	"chr2"	71569000	73435000	"TAD 1376"	1866000
"1377"	"chr2"	73572000	73885000	"TAD 1377"	313000
"1378"	"chr2"	73949000	74570000	"TAD 1378"	621000
"1379"	"chr2"	74682000	75543000	"TAD 1379"	861000
"1380"	"chr2"	75622000	76628000	"TAD 1380"	1006000
"1381"	"chr2"	76697000	77942000	"TAD 1381"	1245000
"1382"	"chr2"	78070000	78903000	"TAD 1382"	833000
"1383"	"chr2"	78957000	80226000	"TAD 1383"	1269000
"1384"	"chr2"	80344000	80645000	"TAD 1384"	301000
"1385"	"chr2"	80845000	83529000	"TAD 1385"	2684000
"1386"	"chr2"	83644000	83844000	"TAD 1386"	2e+05
"1387"	"chr2"	84012000	84379000	"TAD 1387"	367000
"1388"	"chr2"	84477000	84889000	"TAD 1388"	412000
"1389"	"chr2"	84921000	85027000	"TAD 1389"	106000
"1390"	"chr2"	85106000	85572000	"TAD 1390"	466000
"1391"	"chr2"	85725000	88233000	"TAD 1391"	2508000
"1392"	"chr2"	88357000	90142000	"TAD 1392"	1785000
"1393"	"chr2"	90480000	90672000	"TAD 1393"	192000
"1394"	"chr2"	90698000	90772000	"TAD 1394"	74000
"1395"	"chr2"	90941000	91014000	"TAD 1395"	73000
"1396"	"chr2"	91016000	91512000	"TAD 1396"	496000
"1397"	"chr2"	91556000	91707000	"TAD 1397"	151000
"1398"	"chr2"	91734000	92443000	"TAD 1398"	709000
"1399"	"chr2"	92512000	92843000	"TAD 1399"	331000
"1400"	"chr2"	92882000	93778000	"TAD 1400"	896000
"1401"	"chr2"	93841000	94315000	"TAD 1401"	474000
"1402"	"chr2"	94506000	100409000	"TAD 1402"	5903000
