"chr"	"start"	"end"	"TAD"	"Length"
"948"	"chr1"	243480000	244560000	"TAD 948"	1080000
"949"	"chr1"	244640000	246920000	"TAD 949"	2280000
"950"	"chr1"	247280000	248800000	"TAD 950"	1520000
"951"	"chr1"	248800000	249200000	"TAD 951"	400000
"952"	"chr20"	40000	2640000	"TAD 952"	2600000
"953"	"chr20"	2640000	3400000	"TAD 953"	760000
"954"	"chr20"	3880000	5120000	"TAD 954"	1240000
"955"	"chr20"	5480000	6080000	"TAD 955"	600000
"956"	"chr20"	6120000	7920000	"TAD 956"	1800000
"957"	"chr20"	7920000	8720000	"TAD 957"	800000
"958"	"chr20"	8720000	9360000	"TAD 958"	640000
"959"	"chr20"	9400000	9880000	"TAD 959"	480000
"960"	"chr20"	9920000	10400000	"TAD 960"	480000
"961"	"chr20"	10520000	11560000	"TAD 961"	1040000
"962"	"chr20"	11560000	13760000	"TAD 962"	2200000
"963"	"chr20"	13800000	15280000	"TAD 963"	1480000
"964"	"chr20"	15360000	16760000	"TAD 964"	1400000
"965"	"chr20"	16760000	17440000	"TAD 965"	680000
"966"	"chr20"	17480000	17960000	"TAD 966"	480000
"967"	"chr20"	18600000	20000000	"TAD 967"	1400000
"968"	"chr20"	20040000	20600000	"TAD 968"	560000
"969"	"chr20"	20800000	21600000	"TAD 969"	800000
"970"	"chr20"	21600000	22280000	"TAD 970"	680000
"971"	"chr20"	22280000	22680000	"TAD 971"	400000
"972"	"chr20"	22680000	23360000	"TAD 972"	680000
"973"	"chr20"	23360000	26240000	"TAD 973"	2880000
"974"	"chr20"	26240000	30120000	"TAD 974"	3880000
"975"	"chr20"	30120000	32320000	"TAD 975"	2200000
"976"	"chr20"	32360000	32720000	"TAD 976"	360000
"977"	"chr20"	32760000	33400000	"TAD 977"	640000
"978"	"chr20"	33440000	33880000	"TAD 978"	440000
"979"	"chr20"	34280000	35560000	"TAD 979"	1280000
"980"	"chr20"	35800000	36160000	"TAD 980"	360000
"981"	"chr20"	36200000	37040000	"TAD 981"	840000
"982"	"chr20"	37240000	39600000	"TAD 982"	2360000
"983"	"chr20"	39760000	42080000	"TAD 983"	2320000
"984"	"chr20"	42360000	43520000	"TAD 984"	1160000
"985"	"chr20"	44120000	44440000	"TAD 985"	320000
"986"	"chr20"	44600000	45040000	"TAD 986"	440000
"987"	"chr20"	45120000	46280000	"TAD 987"	1160000
"988"	"chr20"	46280000	47720000	"TAD 988"	1440000
"989"	"chr20"	47920000	48560000	"TAD 989"	640000
"990"	"chr20"	48560000	49240000	"TAD 990"	680000
"991"	"chr20"	49560000	49960000	"TAD 991"	400000
"992"	"chr20"	49960000	50240000	"TAD 992"	280000
"993"	"chr20"	50240000	50720000	"TAD 993"	480000
"994"	"chr20"	50840000	52640000	"TAD 994"	1800000
"995"	"chr20"	52840000	53280000	"TAD 995"	440000
"996"	"chr20"	53280000	54840000	"TAD 996"	1560000
"997"	"chr20"	54840000	55640000	"TAD 997"	800000
"998"	"chr20"	55640000	55920000	"TAD 998"	280000
"999"	"chr20"	55920000	56800000	"TAD 999"	880000
"1000"	"chr20"	56800000	57440000	"TAD 1000"	640000
"1001"	"chr20"	57440000	58080000	"TAD 1001"	640000
"1002"	"chr20"	58080000	59840000	"TAD 1002"	1760000
"1003"	"chr20"	59840000	60520000	"TAD 1003"	680000
"1004"	"chr20"	60560000	63025520	"TAD 1004"	2465520
"1005"	"chr21"	10400000	11200000	"TAD 1005"	800000
"1006"	"chr21"	14320000	17280000	"TAD 1006"	2960000
"1007"	"chr21"	17280000	19000000	"TAD 1007"	1720000
"1008"	"chr21"	19000000	19320000	"TAD 1008"	320000
"1009"	"chr21"	19640000	22360000	"TAD 1009"	2720000
"1010"	"chr21"	22360000	24800000	"TAD 1010"	2440000
"1011"	"chr21"	24800000	26800000	"TAD 1011"	2000000
"1012"	"chr21"	27240000	28080000	"TAD 1012"	840000
"1013"	"chr21"	28120000	30240000	"TAD 1013"	2120000
"1014"	"chr21"	30400000	31280000	"TAD 1014"	880000
"1015"	"chr21"	31840000	32480000	"TAD 1015"	640000
"1016"	"chr21"	32520000	33040000	"TAD 1016"	520000
"1017"	"chr21"	33040000	33640000	"TAD 1017"	600000
"1018"	"chr21"	33760000	34000000	"TAD 1018"	240000
"1019"	"chr21"	34000000	34880000	"TAD 1019"	880000
"1020"	"chr21"	35280000	35720000	"TAD 1020"	440000
"1021"	"chr21"	35760000	37760000	"TAD 1021"	2000000
"1022"	"chr21"	37760000	38320000	"TAD 1022"	560000
"1023"	"chr21"	38520000	39760000	"TAD 1023"	1240000
"1024"	"chr21"	39800000	40560000	"TAD 1024"	760000
"1025"	"chr21"	40840000	42480000	"TAD 1025"	1640000
"1026"	"chr21"	43040000	44200000	"TAD 1026"	1160000
"1027"	"chr21"	44240000	45080000	"TAD 1027"	840000
"1028"	"chr21"	45200000	48129895	"TAD 1028"	2929895
"1029"	"chr22"	17040000	17520000	"TAD 1029"	480000
"1030"	"chr22"	17560000	18680000	"TAD 1030"	1120000
"1031"	"chr22"	18880000	19960000	"TAD 1031"	1080000
"1032"	"chr22"	20120000	21480000	"TAD 1032"	1360000
"1033"	"chr22"	21880000	23960000	"TAD 1033"	2080000
"1034"	"chr22"	24280000	24960000	"TAD 1034"	680000
"1035"	"chr22"	24960000	26760000	"TAD 1035"	1800000
"1036"	"chr22"	27040000	28240000	"TAD 1036"	1200000
"1037"	"chr22"	28400000	29680000	"TAD 1037"	1280000
"1038"	"chr22"	29960000	31720000	"TAD 1038"	1760000
"1039"	"chr22"	31840000	32800000	"TAD 1039"	960000
"1040"	"chr22"	32880000	33600000	"TAD 1040"	720000
"1041"	"chr22"	33640000	35680000	"TAD 1041"	2040000
"1042"	"chr22"	35680000	36560000	"TAD 1042"	880000
"1043"	"chr22"	36680000	36920000	"TAD 1043"	240000
"1044"	"chr22"	36920000	39080000	"TAD 1044"	2160000
"1045"	"chr22"	39120000	39720000	"TAD 1045"	600000
"1046"	"chr22"	39920000	40760000	"TAD 1046"	840000
"1047"	"chr22"	40760000	41960000	"TAD 1047"	1200000
"1048"	"chr22"	42040000	42920000	"TAD 1048"	880000
"1049"	"chr22"	43000000	44320000	"TAD 1049"	1320000
"1050"	"chr22"	44320000	45080000	"TAD 1050"	760000
"1051"	"chr22"	45600000	46720000	"TAD 1051"	1120000
"1052"	"chr22"	46760000	47120000	"TAD 1052"	360000
"1053"	"chr22"	47160000	51120000	"TAD 1053"	3960000
"1054"	"chr2"	0	1840000	"TAD 1054"	1840000
"1055"	"chr2"	1840000	3720000	"TAD 1055"	1880000
"1056"	"chr2"	3720000	4800000	"TAD 1056"	1080000
"1057"	"chr2"	4840000	7000000	"TAD 1057"	2160000
"1058"	"chr2"	7200000	9280000	"TAD 1058"	2080000
"1059"	"chr2"	9280000	9560000	"TAD 1059"	280000
"1060"	"chr2"	9640000	10800000	"TAD 1060"	1160000
"1061"	"chr2"	10960000	11280000	"TAD 1061"	320000
"1062"	"chr2"	11280000	11600000	"TAD 1062"	320000
"1063"	"chr2"	11960000	13160000	"TAD 1063"	1200000
"1064"	"chr2"	13160000	15720000	"TAD 1064"	2560000
"1065"	"chr2"	15760000	16720000	"TAD 1065"	960000
"1066"	"chr2"	16920000	17600000	"TAD 1066"	680000
"1067"	"chr2"	18000000	18520000	"TAD 1067"	520000
"1068"	"chr2"	18560000	20120000	"TAD 1068"	1560000
"1069"	"chr2"	20560000	20840000	"TAD 1069"	280000
"1070"	"chr2"	20880000	22520000	"TAD 1070"	1640000
"1071"	"chr2"	22600000	23960000	"TAD 1071"	1360000
"1072"	"chr2"	24600000	25440000	"TAD 1072"	840000
"1073"	"chr2"	25480000	27280000	"TAD 1073"	1800000
"1074"	"chr2"	27600000	27880000	"TAD 1074"	280000
"1075"	"chr2"	27920000	28720000	"TAD 1075"	800000
"1076"	"chr2"	29040000	30360000	"TAD 1076"	1320000
"1077"	"chr2"	30360000	30920000	"TAD 1077"	560000
"1078"	"chr2"	30920000	31560000	"TAD 1078"	640000
"1079"	"chr2"	31600000	32520000	"TAD 1079"	920000
"1080"	"chr2"	32920000	33680000	"TAD 1080"	760000
"1081"	"chr2"	33880000	37280000	"TAD 1081"	3400000
"1082"	"chr2"	37320000	38120000	"TAD 1082"	800000
"1083"	"chr2"	38120000	39040000	"TAD 1083"	920000
"1084"	"chr2"	39120000	39960000	"TAD 1084"	840000
"1085"	"chr2"	40040000	42040000	"TAD 1085"	2000000
"1086"	"chr2"	42040000	42560000	"TAD 1086"	520000
"1087"	"chr2"	42560000	43040000	"TAD 1087"	480000
"1088"	"chr2"	43040000	43800000	"TAD 1088"	760000
"1089"	"chr2"	44200000	45160000	"TAD 1089"	960000
"1090"	"chr2"	45200000	45840000	"TAD 1090"	640000
"1091"	"chr2"	45840000	47160000	"TAD 1091"	1320000
"1092"	"chr2"	47160000	47560000	"TAD 1092"	400000
"1093"	"chr2"	47680000	48040000	"TAD 1093"	360000
"1094"	"chr2"	48040000	48720000	"TAD 1094"	680000
"1095"	"chr2"	48800000	49720000	"TAD 1095"	920000
"1096"	"chr2"	49880000	50720000	"TAD 1096"	840000
"1097"	"chr2"	50720000	51920000	"TAD 1097"	1200000
"1098"	"chr2"	52000000	53080000	"TAD 1098"	1080000
"1099"	"chr2"	53240000	54040000	"TAD 1099"	800000
"1100"	"chr2"	54200000	55760000	"TAD 1100"	1560000
"1101"	"chr2"	55920000	57760000	"TAD 1101"	1840000
"1102"	"chr2"	57920000	60920000	"TAD 1102"	3000000
"1103"	"chr2"	60920000	62080000	"TAD 1103"	1160000
"1104"	"chr2"	62080000	62680000	"TAD 1104"	600000
"1105"	"chr2"	62680000	63280000	"TAD 1105"	600000
"1106"	"chr2"	63280000	64160000	"TAD 1106"	880000
"1107"	"chr2"	64240000	65120000	"TAD 1107"	880000
"1108"	"chr2"	65440000	65840000	"TAD 1108"	400000
"1109"	"chr2"	65840000	70480000	"TAD 1109"	4640000
"1110"	"chr2"	70480000	70880000	"TAD 1110"	400000
"1111"	"chr2"	71320000	73440000	"TAD 1111"	2120000
"1112"	"chr2"	73840000	74680000	"TAD 1112"	840000
"1113"	"chr2"	74840000	75880000	"TAD 1113"	1040000
"1114"	"chr2"	75920000	77120000	"TAD 1114"	1200000
"1115"	"chr2"	77160000	79240000	"TAD 1115"	2080000
"1116"	"chr2"	79400000	80280000	"TAD 1116"	880000
"1117"	"chr2"	80280000	81440000	"TAD 1117"	1160000
"1118"	"chr2"	81480000	82320000	"TAD 1118"	840000
"1119"	"chr2"	82640000	84680000	"TAD 1119"	2040000
"1120"	"chr2"	84680000	85120000	"TAD 1120"	440000
"1121"	"chr2"	85280000	85560000	"TAD 1121"	280000
"1122"	"chr2"	85600000	85840000	"TAD 1122"	240000
"1123"	"chr2"	85840000	87120000	"TAD 1123"	1280000
"1124"	"chr2"	88280000	89000000	"TAD 1124"	720000
"1125"	"chr2"	89040000	90280000	"TAD 1125"	1240000
"1126"	"chr2"	92040000	92320000	"TAD 1126"	280000
"1127"	"chr2"	95320000	96640000	"TAD 1127"	1320000
"1128"	"chr2"	96680000	97840000	"TAD 1128"	1160000
"1129"	"chr2"	98280000	99040000	"TAD 1129"	760000
"1130"	"chr2"	99240000	99720000	"TAD 1130"	480000
"1131"	"chr2"	100160000	101040000	"TAD 1131"	880000
"1132"	"chr2"	101200000	101880000	"TAD 1132"	680000
"1133"	"chr2"	101880000	102600000	"TAD 1133"	720000
"1134"	"chr2"	102600000	103360000	"TAD 1134"	760000
"1135"	"chr2"	103360000	105720000	"TAD 1135"	2360000
"1136"	"chr2"	105960000	107200000	"TAD 1136"	1240000
"1137"	"chr2"	107240000	108440000	"TAD 1137"	1200000
"1138"	"chr2"	108560000	108920000	"TAD 1138"	360000
"1139"	"chr2"	108920000	109280000	"TAD 1139"	360000
"1140"	"chr2"	109520000	111000000	"TAD 1140"	1480000
"1141"	"chr2"	111360000	112480000	"TAD 1141"	1120000
"1142"	"chr2"	112600000	114200000	"TAD 1142"	1600000
"1143"	"chr2"	114400000	115360000	"TAD 1143"	960000
"1144"	"chr2"	115360000	116640000	"TAD 1144"	1280000
"1145"	"chr2"	116680000	118560000	"TAD 1145"	1880000
"1146"	"chr2"	118960000	119640000	"TAD 1146"	680000
"1147"	"chr2"	119640000	120960000	"TAD 1147"	1320000
"1148"	"chr2"	121080000	121440000	"TAD 1148"	360000
"1149"	"chr2"	121440000	121840000	"TAD 1149"	400000
"1150"	"chr2"	121840000	122120000	"TAD 1150"	280000
"1151"	"chr2"	122120000	124560000	"TAD 1151"	2440000
"1152"	"chr2"	124760000	126320000	"TAD 1152"	1560000
"1153"	"chr2"	126440000	128480000	"TAD 1153"	2040000
"1154"	"chr2"	128720000	130800000	"TAD 1154"	2080000
"1155"	"chr2"	130880000	131160000	"TAD 1155"	280000
"1156"	"chr2"	131480000	133000000	"TAD 1156"	1520000
"1157"	"chr2"	133000000	133960000	"TAD 1157"	960000
"1158"	"chr2"	134000000	135680000	"TAD 1158"	1680000
"1159"	"chr2"	135720000	136560000	"TAD 1159"	840000
"1160"	"chr2"	136600000	137160000	"TAD 1160"	560000
"1161"	"chr2"	137160000	137520000	"TAD 1161"	360000
"1162"	"chr2"	137560000	138600000	"TAD 1162"	1040000
"1163"	"chr2"	138600000	139600000	"TAD 1163"	1000000
"1164"	"chr2"	139600000	142920000	"TAD 1164"	3320000
"1165"	"chr2"	143000000	143800000	"TAD 1165"	800000
"1166"	"chr2"	143840000	147480000	"TAD 1166"	3640000
"1167"	"chr2"	147480000	148680000	"TAD 1167"	1200000
"1168"	"chr2"	148680000	149280000	"TAD 1168"	600000
"1169"	"chr2"	149320000	149880000	"TAD 1169"	560000
"1170"	"chr2"	149880000	150440000	"TAD 1170"	560000
"1171"	"chr2"	150440000	152880000	"TAD 1171"	2440000
"1172"	"chr2"	152880000	153560000	"TAD 1172"	680000
"1173"	"chr2"	153560000	154480000	"TAD 1173"	920000
"1174"	"chr2"	154640000	155240000	"TAD 1174"	600000
"1175"	"chr2"	155280000	156160000	"TAD 1175"	880000
"1176"	"chr2"	156200000	158120000	"TAD 1176"	1920000
"1177"	"chr2"	158320000	159640000	"TAD 1177"	1320000
"1178"	"chr2"	159720000	160840000	"TAD 1178"	1120000
"1179"	"chr2"	160920000	161960000	"TAD 1179"	1040000
"1180"	"chr2"	162320000	163200000	"TAD 1180"	880000
"1181"	"chr2"	163200000	165480000	"TAD 1181"	2280000
"1182"	"chr2"	165600000	166840000	"TAD 1182"	1240000
"1183"	"chr2"	167360000	169000000	"TAD 1183"	1640000
"1184"	"chr2"	169200000	169800000	"TAD 1184"	600000
"1185"	"chr2"	169800000	171720000	"TAD 1185"	1920000
"1186"	"chr2"	171800000	172360000	"TAD 1186"	560000
"1187"	"chr2"	172400000	173000000	"TAD 1187"	600000
"1188"	"chr2"	173000000	173600000	"TAD 1188"	600000
"1189"	"chr2"	173640000	175280000	"TAD 1189"	1640000
"1190"	"chr2"	175560000	176960000	"TAD 1190"	1400000
"1191"	"chr2"	176960000	179280000	"TAD 1191"	2320000
"1192"	"chr2"	179360000	180680000	"TAD 1192"	1320000
"1193"	"chr2"	180960000	181920000	"TAD 1193"	960000
"1194"	"chr2"	181960000	182600000	"TAD 1194"	640000
"1195"	"chr2"	182600000	182960000	"TAD 1195"	360000
"1196"	"chr2"	183040000	183560000	"TAD 1196"	520000
"1197"	"chr2"	183600000	186040000	"TAD 1197"	2440000
"1198"	"chr2"	186080000	186640000	"TAD 1198"	560000
"1199"	"chr2"	186760000	187680000	"TAD 1199"	920000
"1200"	"chr2"	187680000	188360000	"TAD 1200"	680000
"1201"	"chr2"	188360000	190320000	"TAD 1201"	1960000
"1202"	"chr2"	190560000	192400000	"TAD 1202"	1840000
"1203"	"chr2"	192400000	194480000	"TAD 1203"	2080000
"1204"	"chr2"	195000000	196200000	"TAD 1204"	1200000
"1205"	"chr2"	196320000	196920000	"TAD 1205"	600000
"1206"	"chr2"	196960000	197640000	"TAD 1206"	680000
"1207"	"chr2"	197880000	198640000	"TAD 1207"	760000
"1208"	"chr2"	198640000	199040000	"TAD 1208"	400000
"1209"	"chr2"	199160000	200800000	"TAD 1209"	1640000
"1210"	"chr2"	200800000	201720000	"TAD 1210"	920000
"1211"	"chr2"	201720000	203080000	"TAD 1211"	1360000
"1212"	"chr2"	203160000	204800000	"TAD 1212"	1640000
"1213"	"chr2"	204880000	205640000	"TAD 1213"	760000
"1214"	"chr2"	205720000	206840000	"TAD 1214"	1120000
"1215"	"chr2"	206840000	208400000	"TAD 1215"	1560000
"1216"	"chr2"	208480000	209000000	"TAD 1216"	520000
"1217"	"chr2"	209200000	211080000	"TAD 1217"	1880000
"1218"	"chr2"	211440000	212560000	"TAD 1218"	1120000
"1219"	"chr2"	212720000	213440000	"TAD 1219"	720000
"1220"	"chr2"	213480000	214040000	"TAD 1220"	560000
"1221"	"chr2"	214080000	216840000	"TAD 1221"	2760000
"1222"	"chr2"	217000000	219080000	"TAD 1222"	2080000
"1223"	"chr2"	219120000	220400000	"TAD 1223"	1280000
"1224"	"chr2"	220560000	222880000	"TAD 1224"	2320000
"1225"	"chr2"	222880000	223520000	"TAD 1225"	640000
"1226"	"chr2"	223520000	224760000	"TAD 1226"	1240000
"1227"	"chr2"	224840000	225200000	"TAD 1227"	360000
"1228"	"chr2"	225760000	226520000	"TAD 1228"	760000
"1229"	"chr2"	226520000	228000000	"TAD 1229"	1480000
"1230"	"chr2"	228240000	228680000	"TAD 1230"	440000
"1231"	"chr2"	228760000	229520000	"TAD 1231"	760000
"1232"	"chr2"	229520000	230640000	"TAD 1232"	1120000
"1233"	"chr2"	230640000	232320000	"TAD 1233"	1680000
"1234"	"chr2"	232440000	233400000	"TAD 1234"	960000
"1235"	"chr2"	233400000	234200000	"TAD 1235"	800000
"1236"	"chr2"	234360000	234800000	"TAD 1236"	440000
"1237"	"chr2"	234840000	235440000	"TAD 1237"	600000
"1238"	"chr2"	235440000	236040000	"TAD 1238"	600000
"1239"	"chr2"	236040000	236680000	"TAD 1239"	640000
"1240"	"chr2"	236680000	237160000	"TAD 1240"	480000
"1241"	"chr2"	237160000	238000000	"TAD 1241"	840000
"1242"	"chr2"	238000000	238680000	"TAD 1242"	680000
"1243"	"chr2"	238760000	239120000	"TAD 1243"	360000
"1244"	"chr2"	239200000	240960000	"TAD 1244"	1760000
"1245"	"chr2"	241120000	243199373	"TAD 1245"	2079373
"1246"	"chr3"	40000	3200000	"TAD 1246"	3160000
"1247"	"chr3"	3200000	4360000	"TAD 1247"	1160000
"1248"	"chr3"	4360000	4680000	"TAD 1248"	320000
"1249"	"chr3"	4680000	5160000	"TAD 1249"	480000
"1250"	"chr3"	5280000	8680000	"TAD 1250"	3400000
"1251"	"chr3"	8720000	9400000	"TAD 1251"	680000
"1252"	"chr3"	9520000	9800000	"TAD 1252"	280000
"1253"	"chr3"	9800000	10760000	"TAD 1253"	960000
"1254"	"chr3"	10760000	11160000	"TAD 1254"	400000
"1255"	"chr3"	11360000	12560000	"TAD 1255"	1200000
"1256"	"chr3"	12880000	14200000	"TAD 1256"	1320000
"1257"	"chr3"	14240000	15000000	"TAD 1257"	760000
"1258"	"chr3"	15120000	16280000	"TAD 1258"	1160000
"1259"	"chr3"	16320000	16600000	"TAD 1259"	280000
"1260"	"chr3"	16600000	17880000	"TAD 1260"	1280000
"1261"	"chr3"	17920000	20160000	"TAD 1261"	2240000
"1262"	"chr3"	20200000	22120000	"TAD 1262"	1920000
"1263"	"chr3"	22160000	23920000	"TAD 1263"	1760000
"1264"	"chr3"	24040000	24720000	"TAD 1264"	680000
"1265"	"chr3"	24760000	25640000	"TAD 1265"	880000
"1266"	"chr3"	25680000	27360000	"TAD 1266"	1680000
"1267"	"chr3"	27360000	28400000	"TAD 1267"	1040000
"1268"	"chr3"	28480000	30800000	"TAD 1268"	2320000
"1269"	"chr3"	30800000	31640000	"TAD 1269"	840000
"1270"	"chr3"	31720000	32200000	"TAD 1270"	480000
"1271"	"chr3"	32520000	32960000	"TAD 1271"	440000
"1272"	"chr3"	33160000	33840000	"TAD 1272"	680000
"1273"	"chr3"	33880000	36760000	"TAD 1273"	2880000
"1274"	"chr3"	37440000	37880000	"TAD 1274"	440000
"1275"	"chr3"	38080000	39080000	"TAD 1275"	1000000
"1276"	"chr3"	39160000	39400000	"TAD 1276"	240000
"1277"	"chr3"	39440000	40240000	"TAD 1277"	800000
"1278"	"chr3"	40560000	42280000	"TAD 1278"	1720000
"1279"	"chr3"	42280000	42560000	"TAD 1279"	280000
"1280"	"chr3"	42960000	44320000	"TAD 1280"	1360000
"1281"	"chr3"	45040000	47440000	"TAD 1281"	2400000
"1282"	"chr3"	47440000	47840000	"TAD 1282"	400000
"1283"	"chr3"	47880000	48240000	"TAD 1283"	360000
"1284"	"chr3"	48240000	49040000	"TAD 1284"	800000
"1285"	"chr3"	49080000	49960000	"TAD 1285"	880000
"1286"	"chr3"	50360000	51440000	"TAD 1286"	1080000
"1287"	"chr3"	51480000	51960000	"TAD 1287"	480000
"1288"	"chr3"	51960000	52520000	"TAD 1288"	560000
"1289"	"chr3"	52840000	53920000	"TAD 1289"	1080000
"1290"	"chr3"	53920000	54440000	"TAD 1290"	520000
"1291"	"chr3"	54440000	56600000	"TAD 1291"	2160000
"1292"	"chr3"	56720000	57040000	"TAD 1292"	320000
"1293"	"chr3"	57600000	58160000	"TAD 1293"	560000
"1294"	"chr3"	58480000	61440000	"TAD 1294"	2960000
"1295"	"chr3"	61520000	62560000	"TAD 1295"	1040000
"1296"	"chr3"	62560000	63280000	"TAD 1296"	720000
"1297"	"chr3"	63320000	63840000	"TAD 1297"	520000
"1298"	"chr3"	64000000	64480000	"TAD 1298"	480000
"1299"	"chr3"	64480000	65320000	"TAD 1299"	840000
"1300"	"chr3"	65440000	66200000	"TAD 1300"	760000
"1301"	"chr3"	66440000	66920000	"TAD 1301"	480000
"1302"	"chr3"	66920000	69080000	"TAD 1302"	2160000
"1303"	"chr3"	69120000	70000000	"TAD 1303"	880000
"1304"	"chr3"	70080000	71720000	"TAD 1304"	1640000
"1305"	"chr3"	71760000	73120000	"TAD 1305"	1360000
"1306"	"chr3"	73160000	75640000	"TAD 1306"	2480000
"1307"	"chr3"	75800000	76680000	"TAD 1307"	880000
"1308"	"chr3"	76680000	77360000	"TAD 1308"	680000
"1309"	"chr3"	77360000	79560000	"TAD 1309"	2200000
"1310"	"chr3"	79560000	80560000	"TAD 1310"	1000000
"1311"	"chr3"	80800000	81400000	"TAD 1311"	600000
"1312"	"chr3"	81440000	83640000	"TAD 1312"	2200000
"1313"	"chr3"	84560000	85760000	"TAD 1313"	1200000
"1314"	"chr3"	85880000	86720000	"TAD 1314"	840000
"1315"	"chr3"	86760000	87280000	"TAD 1315"	520000
"1316"	"chr3"	87280000	88200000	"TAD 1316"	920000
"1317"	"chr3"	88200000	90520000	"TAD 1317"	2320000
"1318"	"chr3"	93480000	96560000	"TAD 1318"	3080000
"1319"	"chr3"	96560000	97480000	"TAD 1319"	920000
"1320"	"chr3"	97520000	97760000	"TAD 1320"	240000
"1321"	"chr3"	97760000	98120000	"TAD 1321"	360000
"1322"	"chr3"	98320000	99520000	"TAD 1322"	1200000
"1323"	"chr3"	99560000	100040000	"TAD 1323"	480000
"1324"	"chr3"	100600000	101400000	"TAD 1324"	800000
"1325"	"chr3"	101480000	102280000	"TAD 1325"	800000
"1326"	"chr3"	102360000	103400000	"TAD 1326"	1040000
"1327"	"chr3"	103960000	105240000	"TAD 1327"	1280000
"1328"	"chr3"	105320000	106880000	"TAD 1328"	1560000
"1329"	"chr3"	106920000	108200000	"TAD 1329"	1280000
"1330"	"chr3"	108320000	108680000	"TAD 1330"	360000
"1331"	"chr3"	108960000	111360000	"TAD 1331"	2400000
"1332"	"chr3"	111400000	111800000	"TAD 1332"	400000
"1333"	"chr3"	111800000	112720000	"TAD 1333"	920000
"1334"	"chr3"	112720000	113400000	"TAD 1334"	680000
"1335"	"chr3"	113840000	115600000	"TAD 1335"	1760000
"1336"	"chr3"	115640000	116440000	"TAD 1336"	800000
"1337"	"chr3"	116480000	117280000	"TAD 1337"	800000
"1338"	"chr3"	117720000	119200000	"TAD 1338"	1480000
"1339"	"chr3"	119520000	121160000	"TAD 1339"	1640000
"1340"	"chr3"	121200000	122080000	"TAD 1340"	880000
"1341"	"chr3"	122120000	123280000	"TAD 1341"	1160000
"1342"	"chr3"	123640000	124440000	"TAD 1342"	800000
"1343"	"chr3"	124480000	125320000	"TAD 1343"	840000
"1344"	"chr3"	125400000	127760000	"TAD 1344"	2360000
"1345"	"chr3"	127880000	128560000	"TAD 1345"	680000
"1346"	"chr3"	128640000	129000000	"TAD 1346"	360000
"1347"	"chr3"	129120000	129840000	"TAD 1347"	720000
"1348"	"chr3"	129840000	130680000	"TAD 1348"	840000
"1349"	"chr3"	130720000	132160000	"TAD 1349"	1440000
"1350"	"chr3"	132400000	133360000	"TAD 1350"	960000
"1351"	"chr3"	133400000	134200000	"TAD 1351"	800000
"1352"	"chr3"	134240000	135680000	"TAD 1352"	1440000
"1353"	"chr3"	135800000	136760000	"TAD 1353"	960000
"1354"	"chr3"	136800000	137760000	"TAD 1354"	960000
"1355"	"chr3"	138160000	138680000	"TAD 1355"	520000
"1356"	"chr3"	138680000	139080000	"TAD 1356"	400000
"1357"	"chr3"	139120000	141000000	"TAD 1357"	1880000
"1358"	"chr3"	141000000	141640000	"TAD 1358"	640000
"1359"	"chr3"	141640000	142760000	"TAD 1359"	1120000
"1360"	"chr3"	142760000	143440000	"TAD 1360"	680000
"1361"	"chr3"	143480000	146360000	"TAD 1361"	2880000
"1362"	"chr3"	146920000	148680000	"TAD 1362"	1760000
"1363"	"chr3"	148680000	149520000	"TAD 1363"	840000
"1364"	"chr3"	149640000	150240000	"TAD 1364"	600000
"1365"	"chr3"	150600000	150880000	"TAD 1365"	280000
"1366"	"chr3"	151120000	151600000	"TAD 1366"	480000
"1367"	"chr3"	151680000	152120000	"TAD 1367"	440000
"1368"	"chr3"	152160000	152680000	"TAD 1368"	520000
"1369"	"chr3"	152720000	153960000	"TAD 1369"	1240000
"1370"	"chr3"	154040000	154240000	"TAD 1370"	200000
"1371"	"chr3"	154640000	155680000	"TAD 1371"	1040000
"1372"	"chr3"	155720000	156880000	"TAD 1372"	1160000
"1373"	"chr3"	157280000	158240000	"TAD 1373"	960000
"1374"	"chr3"	158520000	160240000	"TAD 1374"	1720000
"1375"	"chr3"	160280000	161160000	"TAD 1375"	880000
"1376"	"chr3"	161240000	163400000	"TAD 1376"	2160000
"1377"	"chr3"	163440000	164920000	"TAD 1377"	1480000
"1378"	"chr3"	164960000	167080000	"TAD 1378"	2120000
"1379"	"chr3"	167080000	167600000	"TAD 1379"	520000
"1380"	"chr3"	167840000	169480000	"TAD 1380"	1640000
"1381"	"chr3"	169520000	170600000	"TAD 1381"	1080000
"1382"	"chr3"	170600000	172440000	"TAD 1382"	1840000
"1383"	"chr3"	172520000	176200000	"TAD 1383"	3680000
"1384"	"chr3"	176200000	178120000	"TAD 1384"	1920000
"1385"	"chr3"	178120000	179320000	"TAD 1385"	1200000
"1386"	"chr3"	179320000	180360000	"TAD 1386"	1040000
"1387"	"chr3"	180360000	182440000	"TAD 1387"	2080000
"1388"	"chr3"	182760000	183160000	"TAD 1388"	400000
"1389"	"chr3"	183160000	183520000	"TAD 1389"	360000
"1390"	"chr3"	183600000	184080000	"TAD 1390"	480000
"1391"	"chr3"	184080000	184520000	"TAD 1391"	440000
"1392"	"chr3"	184520000	185320000	"TAD 1392"	800000
"1393"	"chr3"	185320000	185640000	"TAD 1393"	320000
"1394"	"chr3"	185640000	186520000	"TAD 1394"	880000
