,GeneID,Chromosome,Start,End,Strand,RT_ESC_RANK_median,probe_dist,FamilyAge,GeneAge,BirthType,GeneAge_GROUPED
ENSG00000162819,ENSG00000162819,1,222885895,222908538,1,0.300572841758652,396.5,Bilateria,Bilateria,Singleton,Old
ENSG00000162836,ENSG00000162836,1,147101453,147142618,-1,0.137332601186392,4.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000162843,ENSG00000162843,1,241815580,241965435,1,0.814251213986906,403.5,Bilateria,Sarcopterygii,Duplicate,Old
ENSG00000162849,ENSG00000162849,1,245318287,245872733,1,0.705343045845382,111,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000162851,ENSG00000162851,1,246703862,246729626,-1,0.306955380516719,587,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000162852,ENSG00000162852,1,246729746,246831886,1,0.272086651163286,123,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000162869,ENSG00000162869,2,48667737,48742525,1,0.312156314605452,260,Bilateria,Bilateria,Singleton,Old
ENSG00000162873,ENSG00000162873,1,205305220,205326218,-1,0.0357322942027933,89,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000162877,ENSG00000162877,1,205797150,205819260,-1,0.0740653445770626,225,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000162878,ENSG00000162878,2,42275160,42285668,1,0.124163902226002,114,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000162881,ENSG00000162881,2,42989642,42991401,-1,0.0905957822599931,832.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000162882,ENSG00000162882,2,42994229,43019733,-1,0.0881606380965905,2456,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000162885,ENSG00000162885,1,235613238,235667781,-1,0.106992180615161,103.5,Bilateria,Chordata,Duplicate,Old
ENSG00000162889,ENSG00000162889,1,206858289,206907628,1,0.265807735561108,43.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000162891,ENSG00000162891,1,207038699,207042568,1,0.45702067698303,143.5,Euteleostomi,Amniota,Duplicate,Middle
ENSG00000162892,ENSG00000162892,1,207070788,207077484,1,0.483264397720476,201,Euteleostomi,Amniota,Duplicate,Middle
ENSG00000162894,ENSG00000162894,1,207077731,207096592,-1,0.490748395113243,166.5,Euteleostomi,Amniota,Duplicate,Middle
ENSG00000162896,ENSG00000162896,1,207101863,207119811,-1,0.498368166596428,28,Euteleostomi,Sarcopterygii,Duplicate,Old
ENSG00000162897,ENSG00000162897,1,207131310,207143970,-1,0.505054867073233,547,Euteleostomi,Amniota,Duplicate,Middle
ENSG00000162909,ENSG00000162909,1,223889295,223963720,1,0.275548080913031,214.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000162910,ENSG00000162910,1,228294380,228297013,-1,0.342433358514377,666.5,Bilateria,Bilateria,Singleton,Old
ENSG00000162913,ENSG00000162913,1,228391207,228401365,-1,0.321172338723742,599,Theria,Theria,Singleton,Middle
ENSG00000162923,ENSG00000162923,1,224572845,224624735,-1,0.0758102845057013,490,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000162924,ENSG00000162924,2,61108656,61158745,1,0.16345616069731,110.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000162927,ENSG00000162927,2,61167357,61245394,-1,0.133571867053342,482.5,Bilateria,Bilateria,Singleton,Old
ENSG00000162928,ENSG00000162928,2,61244360,61279125,1,0.153506371667579,1669.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000162929,ENSG00000162929,2,61293006,61391960,1,0.178766828932511,980,Bilateria,Bilateria,Singleton,Old
ENSG00000162931,ENSG00000162931,1,228595641,228604562,-1,0.327257423512001,1303.5,Mammalia,Theria,Duplicate,Middle
ENSG00000162944,ENSG00000162944,2,198432948,198540769,-1,0.183162486197072,824.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000162946,ENSG00000162946,1,231762561,232177018,1,0.190944747115552,1822.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000162949,ENSG00000162949,2,30945637,31043408,-1,0.522985489519952,325.5,Euteleostomi,Sarcopterygii,Duplicate,Old
ENSG00000162951,ENSG00000162951,2,80515483,80531874,-1,0.705736258713713,543.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000162959,ENSG00000162959,2,32090129,32236299,-1,0.241020058944922,133,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000162961,ENSG00000162961,2,32092878,32264881,-1,0.236484117207041,1.5,Bilateria,Bilateria,Singleton,Old
ENSG00000162971,ENSG00000162971,2,200794698,200820459,-1,0.216186353292973,329.5,Bilateria,Chordata,Duplicate,Old
ENSG00000162972,ENSG00000162972,2,200820040,200873263,1,0.189889895770834,267.5,Bilateria,Bilateria,Singleton,Old
ENSG00000162975,ENSG00000162975,2,11052063,11054350,1,0.49734396272527,173.5,Bilateria,Chordata,Duplicate,Old
ENSG00000162976,ENSG00000162976,2,11295324,11319000,1,0.334772877934235,555,Bilateria,Bilateria,Singleton,Old
ENSG00000162980,ENSG00000162980,2,152645498,152685006,-1,0.168085085713466,262,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000162981,ENSG00000162981,2,14772810,14790933,1,0.843509142661792,88.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000162989,ENSG00000162989,2,155554811,155714863,1,0.672223072898428,782,Chordata,Chordata,Duplicate,Old
ENSG00000162992,ENSG00000162992,2,182537815,182545603,-1,0.810058061349535,494,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000162994,ENSG00000162994,2,55401927,55459699,-1,0.154800851560291,919,Chordata,Chordata,Singleton,Old
ENSG00000162998,ENSG00000162998,2,183698002,183731890,-1,0.135228449737449,177,Chordata,Euteleostomi,Duplicate,Old
ENSG00000162999,ENSG00000162999,2,183943287,183964733,1,0.163122970616821,166,Bilateria,Bilateria,Duplicate,Old
ENSG00000163001,ENSG00000163001,2,55746740,55773015,1,0.230033691403765,211.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163002,ENSG00000163002,2,183982241,184026408,1,0.175974670614832,347.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163006,ENSG00000163006,2,109403213,109501933,1,0.335033670586613,113,Chordata,Chordata,Singleton,Old
ENSG00000163012,ENSG00000163012,2,187692562,187713935,-1,0.337662992516465,496.5,Chordata,Chordata,Singleton,Old
ENSG00000163013,ENSG00000163013,2,73481810,73511559,-1,0.16278457624837,729.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163017,ENSG00000163017,2,74119441,74146992,1,0.0739234409919327,961.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163026,ENSG00000163026,2,24252210,24272445,-1,0.225585991259572,308.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163029,ENSG00000163029,2,17845079,17981509,-1,0.337208253399325,136,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163032,ENSG00000163032,2,17720393,17838285,1,0.268668474829057,313,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163040,ENSG00000163040,2,132285248,132291239,1,0.612053177183106,259.5,Chordata,HomoSapiens,Duplicate,Recent
ENSG00000163046,ENSG00000163046,2,132905164,133015542,-1,0.637261360266719,1156,Chordata,Catarrhini,Duplicate,Recent
ENSG00000163050,ENSG00000163050,1,227085237,227175246,1,0.187103866947868,131.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163053,ENSG00000163053,2,230899698,230933715,-1,0.510106727224533,538.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163060,ENSG00000163060,2,95537178,95542574,1,0.615496796702933,3497,Bilateria,Hominoidea,Duplicate,Recent
ENSG00000163064,ENSG00000163064,2,119599747,119605254,-1,0.523224308512041,371.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163067,ENSG00000163067,2,95831177,95850065,1,0.589908353645477,557,Tetrapoda,Theria,Duplicate,Middle
ENSG00000163069,ENSG00000163069,4,52886872,52904648,-1,0.583290349769785,48,Bilateria,Bilateria,Singleton,Old
ENSG00000163071,ENSG00000163071,4,52917497,52963458,1,0.60352994130951,547.5,Chordata,Chordata,Singleton,Old
ENSG00000163072,ENSG00000163072,2,169643049,169722024,1,0.198840808464161,690.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163075,ENSG00000163075,2,120302008,120419827,1,0.244670462173153,242.5,Chordata,Chordata,Singleton,Old
ENSG00000163081,ENSG00000163081,2,223162866,223169936,1,0.442084370528649,502,HomoPanGorilla,HomoPanGorilla,Singleton,Recent
ENSG00000163082,ENSG00000163082,2,223289236,223425667,1,0.41058709456862,1176.5,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000163083,ENSG00000163083,2,121103719,121109384,1,0.31746769524985,3.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163092,ENSG00000163092,2,167744997,168116263,1,0.351082653807527,993,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163098,ENSG00000163098,19,53792856,53794875,-1,0.186978964036751,371.5,Bilateria,Simiiformes,Duplicate,Recent
ENSG00000163104,ENSG00000163104,4,95128762,95212443,1,0.240127465733811,538.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163106,ENSG00000163106,4,95219686,95264027,-1,0.22027703928289,1608.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000163110,ENSG00000163110,4,95373037,95589377,1,0.323211957001941,54,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163113,ENSG00000163113,1,149909705,149982625,-1,0.100138595971002,757,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163114,ENSG00000163114,4,96761239,96762625,1,0.717248721942527,561,Fungi-Metazoa_group,Eutheria,Duplicate,Middle
ENSG00000163116,ENSG00000163116,4,98105244,99064391,-1,0.720248357873671,498.5,Chordata,Chordata,Singleton,Old
ENSG00000163125,ENSG00000163125,1,150335567,150449042,1,0.0651700599395192,198.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163126,ENSG00000163126,2,97490263,97523671,-1,0.150730057515478,576,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163131,ENSG00000163131,1,150702672,150738433,-1,0.0545210459092215,565.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163132,ENSG00000163132,4,4861393,4865663,1,0.368996044278544,241,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163138,ENSG00000163138,4,20697905,20754530,1,0.573151471610725,266.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000163141,ENSG00000163141,1,151009046,151020076,1,0.0499549193011543,728,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163145,ENSG00000163145,4,15341442,15447790,1,0.44503670526475,448,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163154,ENSG00000163154,1,151129105,151132225,1,0.0406216649187969,253,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163155,ENSG00000163155,1,151132224,151138424,-1,0.0398440286462514,216,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163156,ENSG00000163156,1,151129140,151142773,1,0.0398440286462514,848.5,Chordata,Chordata,Singleton,Old
ENSG00000163157,ENSG00000163157,1,151142462,151148760,-1,0.0384544837600772,232,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163159,ENSG00000163159,1,151142463,151167797,-1,0.03915740958764,154,Bilateria,Bilateria,Singleton,Old
ENSG00000163161,ENSG00000163161,2,128014866,128051752,-1,0.11865244562213,482,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163162,ENSG00000163162,2,101887681,101925163,-1,0.264637695976137,1126,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163166,ENSG00000163166,2,128193783,128284462,-1,0.108542711475663,581.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163170,ENSG00000163170,2,74362525,74375121,-1,0.0704651338149652,168,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163171,ENSG00000163171,2,37869032,37965611,-1,0.528177981097101,363.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163191,ENSG00000163191,1,152004982,152020383,-1,0.288869092034479,76.5,Euteleostomi,Sarcopterygii,Duplicate,Old
ENSG00000163202,ENSG00000163202,1,152551857,152552980,-1,0.817767115283999,213.5,Eutheria,HomoPanGorilla,Duplicate,Recent
ENSG00000163206,ENSG00000163206,1,152850793,152857523,1,0.93658031557877,452,Eutheria,Eutheria,Singleton,Middle
ENSG00000163207,ENSG00000163207,1,152881021,152884362,1,0.942655685696165,459.5,Eutheria,Eutheria,Singleton,Middle
ENSG00000163209,ENSG00000163209,1,152974223,152976332,1,0.862082899449918,152.5,Theria,Eutheria,Duplicate,Middle
ENSG00000163214,ENSG00000163214,2,39024871,39103075,-1,0.0895432439321472,338,Bilateria,Bilateria,Duplicate,Old
ENSG00000163216,ENSG00000163216,1,153012201,153014407,-1,0.806245978241913,394,Hominoidea,HomoPanGorilla,Duplicate,Recent
ENSG00000163217,ENSG00000163217,2,69092613,69098649,-1,0.498307565554368,28,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163218,ENSG00000163218,1,153302596,153321316,-1,0.362161310721897,553,Bilateria,Eutheria,Duplicate,Middle
ENSG00000163219,ENSG00000163219,2,68906733,69053965,1,0.511985128226716,250,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163220,ENSG00000163220,1,153330330,153333503,1,0.317280109581487,878.5,Euteleostomi,Theria,Duplicate,Middle
ENSG00000163221,ENSG00000163221,1,153346184,153348125,-1,0.285483644888996,149.5,Euteleostomi,Theria,Duplicate,Middle
ENSG00000163235,ENSG00000163235,2,70674412,70781325,-1,0.0917664000991822,613.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163239,ENSG00000163239,1,154474695,154520623,1,0.24812842239759,283,Sarcopterygii,Sarcopterygii,Singleton,Old
ENSG00000163249,ENSG00000163249,2,208576264,208626563,1,0.0992575678442543,161.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163251,ENSG00000163251,2,208627310,208634287,-1,0.124057503449865,841.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163254,ENSG00000163254,2,208992861,208994554,-1,0.0775637825967685,312.5,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000163257,ENSG00000163257,4,17802278,17812381,-1,0.619294076502571,442.5,Eutheria,Eutheria,Singleton,Middle
ENSG00000163263,ENSG00000163263,1,154171848,154178809,-1,0.0898637124198366,1440.5,Theria,Theria,Singleton,Middle
ENSG00000163273,ENSG00000163273,2,232786530,232791113,-1,0.109780175502469,402.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163281,ENSG00000163281,4,44684217,44728612,-1,0.790606630309125,197.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163283,ENSG00000163283,2,233243244,233247599,1,0.27711861936948,604.5,Fungi-Metazoa_group,HomoPanGorilla,Duplicate,Recent
ENSG00000163285,ENSG00000163285,4,46037786,46126098,-1,0.713215514421891,151,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163286,ENSG00000163286,2,233271553,233275424,1,0.275929959998686,948.5,Fungi-Metazoa_group,HomoPanGorilla,Duplicate,Recent
ENSG00000163288,ENSG00000163288,4,46995740,47428461,1,0.834489302065663,3.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163291,ENSG00000163291,4,79808281,79860592,-1,0.400833333718836,270.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163293,ENSG00000163293,4,47916159,48042188,1,0.395073459102855,358.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163295,ENSG00000163295,2,233320833,233324742,1,0.253066944722134,1211.5,Fungi-Metazoa_group,Simiiformes,Duplicate,Recent
ENSG00000163297,ENSG00000163297,4,80822303,81046608,-1,0.711234531121411,450.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163312,ENSG00000163312,4,84328496,84377009,-1,0.3708894798904,635.5,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000163319,ENSG00000163319,4,84377085,84390888,1,0.393252999173328,202.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163320,ENSG00000163320,3,88101094,88199035,-1,0.64286626275224,369.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163322,ENSG00000163322,4,84382092,84444501,-1,0.416052753438416,712.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163328,ENSG00000163328,2,175296966,175351822,-1,0.120952972203551,316,Bilateria,Bilateria,Singleton,Old
ENSG00000163331,ENSG00000163331,2,159651829,159719293,1,0.265992892561754,255,Tetrapoda,Tetrapoda,Singleton,Middle
ENSG00000163344,ENSG00000163344,1,154897210,154909467,-1,0.065516434216181,595.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163346,ENSG00000163346,1,154916552,154928599,-1,0.0748421712937027,563.5,Euteleostomi,Sarcopterygii,Duplicate,Old
ENSG00000163347,ENSG00000163347,3,190023490,190040264,-1,0.554536427471424,538,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163348,ENSG00000163348,1,154929502,154936329,-1,0.0811704698061091,437.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163349,ENSG00000163349,1,114471814,114520426,1,0.0284355355258574,655,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163352,ENSG00000163352,1,154966062,154966791,1,0.0869173915276042,42.5,Theria,Theria,Singleton,Middle
ENSG00000163354,ENSG00000163354,1,154990996,155006257,-1,0.0840878779874348,800.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000163357,ENSG00000163357,1,155006300,155023406,1,0.0784384499271168,146,Bilateria,Bilateria,Duplicate,Old
ENSG00000163359,ENSG00000163359,2,238232646,238323018,-1,0.321087682306207,558,Bilateria,Chordata,Duplicate,Old
ENSG00000163362,ENSG00000163362,1,200860176,200884863,1,0.112386714216126,625.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163374,ENSG00000163374,1,155629237,155658791,-1,0.1032279769568,751,Chordata,Eutheria,Duplicate,Middle
ENSG00000163376,ENSG00000163376,3,67048727,67061634,1,0.481206044005609,538.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163377,ENSG00000163377,3,68780917,68981761,-1,0.546865422664512,2043,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163378,ENSG00000163378,3,69024365,69063112,-1,0.358668308291842,463.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163380,ENSG00000163380,3,69156023,69172183,-1,0.301707145232942,678,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163382,ENSG00000163382,1,156561554,156564091,1,0.00714826299371924,252.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163389,ENSG00000163389,3,119187785,119213555,1,0.218001377632849,331,Bilateria,Chordata,Duplicate,Old
ENSG00000163393,ENSG00000163393,1,116519119,116612675,1,0.475612475302763,469,Bilateria,Bilateria,Duplicate,Old
ENSG00000163394,ENSG00000163394,4,26483022,26492084,-1,0.213062161403243,299,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163395,ENSG00000163395,1,201159953,201198080,1,0.230825899682608,1861.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163399,ENSG00000163399,1,116915290,116952883,1,0.557717172623687,262.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163406,ENSG00000163406,3,121612936,121662949,1,0.400501531448471,454.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163412,ENSG00000163412,3,71724567,71803924,-1,0.0509670954845747,214.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163421,ENSG00000163421,3,71820807,71834357,-1,0.0918653972213266,547,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163424,ENSG00000163424,3,118864997,118878889,1,0.278062792856849,145,Chordata,Chordata,Singleton,Old
ENSG00000163428,ENSG00000163428,3,120043356,120068186,-1,0.187499855436445,304,Bilateria,Bilateria,Duplicate,Old
ENSG00000163430,ENSG00000163430,3,120111140,120170100,-1,0.174942255533777,301,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163431,ENSG00000163431,1,201865580,201915715,-1,0.042539387207814,803.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163435,ENSG00000163435,1,201977073,201986316,1,0.0741792606580348,236.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163440,ENSG00000163440,4,56422692,56458379,-1,0.290690477170755,127.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163444,ENSG00000163444,1,202976514,202993976,1,0.0694505289638286,190,Bilateria,Bilateria,Singleton,Old
ENSG00000163449,ENSG00000163449,2,216946589,216967506,1,0.19069528824585,374.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163453,ENSG00000163453,4,57896939,57976551,-1,0.25705389190532,29,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163462,ENSG00000163462,1,155145873,155157447,1,0.0738659625226502,547,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163463,ENSG00000163463,1,155141884,155145951,-1,0.0701260455414518,440.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163464,ENSG00000163464,2,219027568,219031718,-1,0.173655524247588,562,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000163466,ENSG00000163466,2,219081817,219119079,1,0.125717324357594,9,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163467,ENSG00000163467,1,156307105,156316786,1,0.0508792008434184,596.5,Theria,Theria,Singleton,Middle
ENSG00000163468,ENSG00000163468,1,156278759,156337664,-1,0.04829718010861,476.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163472,ENSG00000163472,1,156252726,156262976,1,0.0233591573957096,843,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163479,ENSG00000163479,1,155978839,155990750,-1,0.103241045502131,2289.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163481,ENSG00000163481,2,219528587,219537134,-1,0.0428028398295955,379.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163482,ENSG00000163482,2,219536749,219567439,1,0.0416176499841096,93,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163485,ENSG00000163485,1,203059782,203136533,1,0.139523028164681,636.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163486,ENSG00000163486,1,206516200,206637783,1,0.390369939292559,512.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163491,ENSG00000163491,3,27151576,27410951,-1,0.440911439672588,390.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163492,ENSG00000163492,2,179694484,179914813,-1,0.451211766409351,23.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163497,ENSG00000163497,2,219845809,219850379,-1,0.114908596512248,270,Bilateria,Bilateria,Duplicate,Old
ENSG00000163499,ENSG00000163499,2,219854911,219858143,-1,0.115219465979916,357,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163501,ENSG00000163501,2,219919142,219925189,-1,0.109300571453949,228.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163507,ENSG00000163507,3,108268716,108308491,-1,0.568408167910222,284.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163508,ENSG00000163508,3,27757440,27764206,-1,0.210427172582053,177,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163510,ENSG00000163510,2,180809603,180871840,-1,0.498175492290946,209.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163512,ENSG00000163512,3,28356494,28390618,-1,0.596785646712578,652,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163513,ENSG00000163513,3,30647994,30735634,1,0.416148049733564,85,Bilateria,Bilateria,Duplicate,Old
ENSG00000163515,ENSG00000163515,3,108462271,108476231,-1,0.693230354738146,1226,Sarcopterygii,Theria,Duplicate,Middle
ENSG00000163516,ENSG00000163516,2,220094479,220101391,1,0.0950800280707725,479,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163517,ENSG00000163517,3,13521224,13547916,1,0.173286829358105,126,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163518,ENSG00000163518,1,157543539,157567870,-1,0.611815630350297,225.5,Amniota,Eutheria,Duplicate,Middle
ENSG00000163519,ENSG00000163519,3,108541545,108573852,1,0.680186443038027,252.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163520,ENSG00000163520,3,13573824,13679922,1,0.237096951027419,27,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163521,ENSG00000163521,2,220101328,220110200,-1,0.0922278469652524,748,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163527,ENSG00000163527,3,31574130,31679112,1,0.491621558982624,582,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163528,ENSG00000163528,3,14153580,14166370,-1,0.270723705971146,404,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163530,ENSG00000163530,3,109012635,109035364,-1,0.273192388879199,809.5,Theria,Eutheria,Duplicate,Middle
ENSG00000163531,ENSG00000163531,1,204797779,204991950,1,0.0676370080849192,266.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163534,ENSG00000163534,1,157764193,157789895,-1,0.417449353026051,515,Amniota,Eutheria,Duplicate,Middle
ENSG00000163535,ENSG00000163535,2,201374731,201448505,1,0.248266046901506,203,Amniota,Amniota,Singleton,Middle
ENSG00000163536,ENSG00000163536,3,167453031,167543356,1,0.552192994427017,680.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163539,ENSG00000163539,3,33537737,33759848,-1,0.150762208450006,459.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163541,ENSG00000163541,2,84650647,84687169,-1,0.828091613047081,549,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163545,ENSG00000163545,1,205271187,205290883,-1,0.0377512109799836,443,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163554,ENSG00000163554,1,158580496,158656488,-1,0.866785147100934,175,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163558,ENSG00000163558,3,169940153,170023769,1,0.131735216005706,84,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163563,ENSG00000163563,1,158801107,158819296,1,0.847579358452388,560.5,Theria,Eutheria,Duplicate,Middle
ENSG00000163564,ENSG00000163564,1,158900586,158946844,1,0.733673917357758,1933,Theria,Simiiformes,Duplicate,Recent
ENSG00000163565,ENSG00000163565,1,158969758,159024945,1,0.710891279417527,3231.5,Theria,Simiiformes,Duplicate,Recent
ENSG00000163568,ENSG00000163568,1,159032274,159116886,-1,0.696011988829053,547,Theria,Eutheria,Duplicate,Middle
ENSG00000163576,ENSG00000163576,3,19920964,19988517,-1,0.373933063142122,995.5,Chordata,Chordata,Singleton,Old
ENSG00000163577,ENSG00000163577,3,170606204,170626482,-1,0.329225916521371,564,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163581,ENSG00000163581,3,170714137,170744539,-1,0.344477024572103,432,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163584,ENSG00000163584,3,170582664,170588272,-1,0.33306089849603,84,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163586,ENSG00000163586,2,88422510,88427635,-1,0.315284554274709,146.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163590,ENSG00000163590,3,160473390,160796695,1,0.65900984836324,252.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
