"X"	"HUGO_symbol"	"seqnames"	"start"	"end"	"GeneAge"	"BirthType"
"ENSG00000154102"	"-"	"16"	"85723690"	"85784735"	"Mammalia"	"Singleton"
"ENSG00000154114"	"-"	"11"	"120894781"	"120961484"	"Bilateria"	"Duplicate"
"ENSG00000154118"	"-"	"16"	"87635441"	"87731762"	"Euteleostomi"	"Duplicate"
"ENSG00000154122"	"-"	"5"	"14704910"	"14871887"	"Euteleostomi"	"Singleton"
"ENSG00000154124"	"-"	"5"	"14664773"	"14699820"	"Euteleostomi"	"Duplicate"
"ENSG00000154127"	"-"	"11"	"122526383"	"122685181"	"Euteleostomi"	"Duplicate"
"ENSG00000154133"	"-"	"11"	"124753587"	"124768396"	"Euteleostomi"	"Duplicate"
"ENSG00000154134"	"-"	"11"	"124735282"	"124751366"	"Euteleostomi"	"Duplicate"
"ENSG00000154143"	"-"	"11"	"124481386"	"124490252"	"Euteleostomi"	"Duplicate"
"ENSG00000154144"	"-"	"11"	"124492732"	"124505287"	"Bilateria"	"Singleton"
"ENSG00000154146"	"-"	"11"	"124609742"	"124617106"	"Euteleostomi"	"Singleton"
"ENSG00000154153"	"-"	"5"	"16473147"	"16617167"	"Euteleostomi"	"Duplicate"
"ENSG00000154162"	"-"	"5"	"21750782"	"22853731"	"Euteleostomi"	"Duplicate"
"ENSG00000154165"	"-"	"3"	"98250743"	"98251960"	"Euteleostomi"	"Duplicate"
"ENSG00000154174"	"-"	"3"	"100082275"	"100120242"	"FungiMetazoa"	"Singleton"
"ENSG00000154175"	"-"	"3"	"100468000"	"100712359"	"Euteleostomi"	"Duplicate"
"ENSG00000154188"	"-"	"8"	"108261721"	"108510283"	"Euteleostomi"	"Duplicate"
"ENSG00000154217"	"-"	"17"	"65373575"	"65693372"	"Bilateria"	"Duplicate"
"ENSG00000154222"	"-"	"1"	"52811395"	"52831865"	"Euteleostomi"	"Duplicate"
"ENSG00000154227"	"-"	"15"	"100940600"	"101085200"	"Euteleostomi"	"Duplicate"
"ENSG00000154229"	"-"	"17"	"64298754"	"64806861"	"Euteleostomi"	"Duplicate"
"ENSG00000154237"	"-"	"15"	"101459420"	"101610317"	"Chordata"	"Duplicate"
"ENSG00000154252"	"-"	"2"	"242716240"	"242743623"	"Euteleostomi"	"Duplicate"
"ENSG00000154258"	"-"	"17"	"66970629"	"67057205"	"Eutheria"	"Duplicate"
"ENSG00000154262"	"-"	"17"	"67074843"	"67138029"	"Eutheria"	"Duplicate"
"ENSG00000154263"	"-"	"17"	"67143355"	"67240987"	"Eutheria"	"Duplicate"
"ENSG00000154265"	"-"	"17"	"67240452"	"67323385"	"Sarcopterygii"	"Duplicate"
"ENSG00000154269"	"-"	"6"	"131949582"	"132068553"	"Euteleostomi"	"Duplicate"
"ENSG00000154274"	"-"	"4"	"37455563"	"37625117"	"Amniota"	"Singleton"
"ENSG00000154277"	"-"	"4"	"41258430"	"41270472"	"Euteleostomi"	"Duplicate"
"ENSG00000154305"	"-"	"1"	"222791428"	"222841354"	"Chordata"	"Duplicate"
"ENSG00000154309"	"-"	"1"	"222988406"	"223179337"	"Euteleostomi"	"Duplicate"
"ENSG00000154310"	"-"	"3"	"170779128"	"171178197"	"Euteleostomi"	"Duplicate"
"ENSG00000154319"	"-"	"8"	"11278972"	"11332224"	"Euteleostomi"	"Duplicate"
"ENSG00000154328"	"-"	"8"	"11627148"	"11644855"	"Tetrapoda"	"Duplicate"
"ENSG00000154330"	"-"	"9"	"70943224"	"71145977"	"Euteleostomi"	"Duplicate"
"ENSG00000154342"	"-"	"1"	"228194752"	"228248961"	"Euteleostomi"	"Duplicate"
"ENSG00000154358"	"-"	"1"	"228395831"	"228566577"	"Euteleostomi"	"Duplicate"
"ENSG00000154359"	"-"	"8"	"12579403"	"12613582"	"Euteleostomi"	"Duplicate"
"ENSG00000154370"	"-"	"1"	"228581374"	"228594541"	"Theria"	"Duplicate"
"ENSG00000154380"	"-"	"1"	"225674537"	"225840844"	"Euteleostomi"	"Duplicate"
"ENSG00000154415"	"-"	"7"	"113516832"	"113715975"	"Euteleostomi"	"Duplicate"
"ENSG00000154429"	"-"	"1"	"229456758"	"229479041"	"Euteleostomi"	"Singleton"
"ENSG00000154438"	"-"	"7"	"117003276"	"117068177"	"Euteleostomi"	"Duplicate"
"ENSG00000154447"	"-"	"4"	"170015407"	"170192256"	"Bilateria"	"Duplicate"
"ENSG00000154451"	"-"	"1"	"89724633"	"89738544"	"Eutheria"	"Duplicate"
"ENSG00000154473"	"-"	"10"	"124913793"	"124924886"	"Bilateria"	"Duplicate"
"ENSG00000154478"	"-"	"10"	"125425871"	"125454123"	"Euteleostomi"	"Duplicate"
"ENSG00000154479"	"-"	"2"	"170501935"	"170550943"	"Chordata"	"Singleton"
"ENSG00000154485"	"-"	"10"	"127455022"	"127464390"	"Bilateria"	"Duplicate"
"ENSG00000154493"	"-"	"10"	"128113566"	"128359079"	"Euteleostomi"	"Duplicate"
"ENSG00000154511"	"-"	"1"	"93307724"	"93427057"	"Euteleostomi"	"Duplicate"
"ENSG00000154518"	"-"	"2"	"176040986"	"176049335"	"Bilateria"	"Duplicate"
"ENSG00000154529"	"-"	"9"	"43684902"	"43924049"	"HomoPanGorilla"	"Duplicate"
"ENSG00000154545"	"-"	"X"	"51927919"	"51935364"	"HomoSapiens"	"Duplicate"
"ENSG00000154548"	"-"	"6"	"89805678"	"89827800"	"Euteleostomi"	"Duplicate"
"ENSG00000154553"	"-"	"4"	"186422851"	"186456766"	"Euteleostomi"	"Duplicate"
"ENSG00000154556"	"-"	"4"	"186506598"	"186877806"	"Euteleostomi"	"Duplicate"
"ENSG00000154582"	"-"	"8"	"74851404"	"74884522"	"FungiMetazoa"	"Singleton"
"ENSG00000154589"	"-"	"8"	"74903587"	"74941322"	"Amniota"	"Singleton"
"ENSG00000154611"	"-"	"18"	"23713816"	"23773319"	"Euteleostomi"	"Duplicate"
"ENSG00000154639"	"-"	"21"	"18884700"	"18965897"	"Euteleostomi"	"Duplicate"
"ENSG00000154640"	"-"	"21"	"18965971"	"18985265"	"Euteleostomi"	"Duplicate"
"ENSG00000154642"	"-"	"21"	"19161284"	"19191703"	"Euteleostomi"	"Singleton"
"ENSG00000154645"	"-"	"21"	"19273580"	"19639690"	"Euteleostomi"	"Duplicate"
"ENSG00000154646"	"-"	"21"	"19641433"	"19858197"	"Euteleostomi"	"Duplicate"
"ENSG00000154654"	"-"	"21"	"22370633"	"22915650"	"Euteleostomi"	"Duplicate"
"ENSG00000154655"	"-"	"18"	"5954705"	"6415236"	"Euteleostomi"	"Duplicate"
"ENSG00000154678"	"-"	"7"	"31790793"	"32338941"	"Euteleostomi"	"Duplicate"
"ENSG00000154710"	"-"	"7"	"66147151"	"66276451"	"HomoSapiens"	"Duplicate"
"ENSG00000154719"	"-"	"21"	"26957968"	"26979829"	"Bilateria"	"Duplicate"
"ENSG00000154721"	"-"	"21"	"27011584"	"27089874"	"Euteleostomi"	"Duplicate"
"ENSG00000154723"	"-"	"21"	"27088815"	"27107984"	"Bilateria"	"Singleton"
"ENSG00000154727"	"-"	"21"	"27106881"	"27144771"	"Bilateria"	"Duplicate"
"ENSG00000154734"	"-"	"21"	"28208066"	"28217728"	"Euteleostomi"	"Duplicate"
"ENSG00000154736"	"-"	"21"	"28290231"	"28338832"	"Euteleostomi"	"Duplicate"
"ENSG00000154743"	"-"	"3"	"12525931"	"12581122"	"FungiMetazoa"	"Singleton"
"ENSG00000154760"	"-"	"17"	"33762115"	"33775856"	"Simiiformes"	"Duplicate"
"ENSG00000154764"	"-"	"3"	"13857755"	"13921618"	"Euteleostomi"	"Duplicate"
"ENSG00000154767"	"-"	"3"	"14186647"	"14220283"	"FungiMetazoa"	"Singleton"
"ENSG00000154768"	"-"	"17"	"34087916"	"34092098"	"Amniota"	"Singleton"
"ENSG00000154781"	"-"	"3"	"14693271"	"14714166"	"Bilateria"	"Singleton"
"ENSG00000154783"	"-"	"3"	"14860469"	"14975895"	"Euteleostomi"	"Duplicate"
"ENSG00000154803"	"-"	"17"	"17115526"	"17140502"	"HomoPanGorilla"	"Duplicate"
"ENSG00000154813"	"-"	"3"	"16299485"	"16306479"	"FungiMetazoa"	"Singleton"
"ENSG00000154814"	"-"	"3"	"16306706"	"16391806"	"Chordata"	"Singleton"
"ENSG00000154822"	"-"	"3"	"16844159"	"17132086"	"Euteleostomi"	"Duplicate"
"ENSG00000154832"	"-"	"18"	"47808713"	"47814674"	"Bilateria"	"Singleton"
"ENSG00000154839"	"-"	"18"	"47901365"	"47920543"	"Chordata"	"Singleton"
"ENSG00000154845"	"-"	"18"	"9546789"	"9615238"	"Euteleostomi"	"Duplicate"
"ENSG00000154856"	"-"	"18"	"10454625"	"10489945"	"Euteleostomi"	"Duplicate"
"ENSG00000154864"	"-"	"18"	"10666480"	"11148587"	"Bilateria"	"Duplicate"
"ENSG00000154889"	"-"	"18"	"11882621"	"11909222"	"FungiMetazoa"	"Singleton"
"ENSG00000154914"	"-"	"17"	"9548015"	"9633008"	"Euteleostomi"	"Duplicate"
"ENSG00000154917"	"-"	"3"	"133543083"	"133614680"	"Euteleostomi"	"Duplicate"
"ENSG00000154920"	"-"	"17"	"48450581"	"48458844"	"Euteleostomi"	"Duplicate"
"ENSG00000154928"	"-"	"3"	"134316643"	"134979309"	"Euteleostomi"	"Duplicate"
"ENSG00000154930"	"-"	"20"	"24986868"	"25039616"	"Chordata"	"Duplicate"
"ENSG00000154945"	"-"	"17"	"48770551"	"48785285"	"Amniota"	"Duplicate"
"ENSG00000154957"	"-"	"17"	"11880756"	"11900827"	"Mammalia"	"Duplicate"
"ENSG00000154975"	"-"	"17"	"49707674"	"50237377"	"Euteleostomi"	"Duplicate"
"ENSG00000154978"	"-"	"7"	"55503749"	"55640681"	"Euteleostomi"	"Singleton"
"ENSG00000154997"	"-"	"7"	"55861237"	"55930482"	"Chordata"	"Duplicate"
"ENSG00000155008"	"-"	"X"	"84258832"	"84343069"	"Euteleostomi"	"Duplicate"
"ENSG00000155011"	"-"	"4"	"107842959"	"108204963"	"Euteleostomi"	"Duplicate"
"ENSG00000155016"	"-"	"4"	"108852525"	"108874613"	"Euteleostomi"	"Duplicate"
"ENSG00000155026"	"-"	"7"	"5965181"	"6010314"	"HomoSapiens"	"Duplicate"
"ENSG00000155034"	"-"	"7"	"5470966"	"5553429"	"Euteleostomi"	"Singleton"
"ENSG00000155052"	"-"	"2"	"124782864"	"125672864"	"Euteleostomi"	"Duplicate"
"ENSG00000155066"	"-"	"2"	"95940201"	"95957056"	"Euteleostomi"	"Duplicate"
"ENSG00000155085"	"-"	"6"	"109814059"	"110012420"	"Chordata"	"Singleton"
"ENSG00000155087"	"-"	"8"	"103563800"	"103573245"	"Amniota"	"Singleton"
"ENSG00000155090"	"-"	"8"	"103661007"	"103668130"	"Chordata"	"Duplicate"
"ENSG00000155093"	"-"	"7"	"157331750"	"158380480"	"Euteleostomi"	"Duplicate"
"ENSG00000155096"	"-"	"8"	"103838585"	"103906092"	"Euteleostomi"	"Duplicate"
"ENSG00000155097"	"-"	"8"	"104033291"	"104085279"	"Euteleostomi"	"Duplicate"
"ENSG00000155099"	"-"	"8"	"92006024"	"92053292"	"Euteleostomi"	"Duplicate"
"ENSG00000155100"	"-"	"8"	"92082424"	"92099323"	"Mammalia"	"Duplicate"
"ENSG00000155111"	"-"	"6"	"110931181"	"111137161"	"Euteleostomi"	"Duplicate"
"ENSG00000155115"	"-"	"6"	"111279763"	"111289093"	"Chordata"	"Singleton"
"ENSG00000155130"	"-"	"6"	"114178541"	"114184648"	"Euteleostomi"	"Singleton"
"ENSG00000155158"	"-"	"9"	"15163620"	"15307358"	"Euteleostomi"	"Duplicate"
"ENSG00000155189"	"-"	"8"	"6565878"	"6617184"	"Bilateria"	"Duplicate"
"ENSG00000155229"	"-"	"10"	"99218081"	"99258551"	"FungiMetazoa"	"Singleton"
"ENSG00000155249"	"-"	"14"	"20403767"	"20404842"	"Theria"	"Duplicate"
"ENSG00000155256"	"-"	"10"	"99496878"	"99520664"	"Euteleostomi"	"Singleton"
"ENSG00000155265"	"-"	"10"	"99609996"	"99631337"	"Euteleostomi"	"Duplicate"
"ENSG00000155269"	"-"	"4"	"8560452"	"8621486"	"Euteleostomi"	"Duplicate"
"ENSG00000155275"	"-"	"4"	"8437867"	"8495258"	"FungiMetazoa"	"Singleton"
"ENSG00000155287"	"-"	"10"	"101370282"	"101380366"	"Euteleostomi"	"Duplicate"
"ENSG00000155304"	"-"	"21"	"15743436"	"15755805"	"Bilateria"	"Duplicate"
"ENSG00000155307"	"-"	"21"	"15857549"	"15955723"	"Euteleostomi"	"Duplicate"
"ENSG00000155313"	"-"	"21"	"17102344"	"17252377"	"Euteleostomi"	"Duplicate"
"ENSG00000155324"	"-"	"5"	"125695824"	"125832186"	"Euteleostomi"	"Duplicate"
"ENSG00000155329"	"-"	"5"	"132332677"	"132362296"	"Bilateria"	"Singleton"
"ENSG00000155330"	"-"	"16"	"46830519"	"46865323"	"Euteleostomi"	"Singleton"
"ENSG00000155363"	"-"	"1"	"113215763"	"113243368"	"Chordata"	"Duplicate"
"ENSG00000155367"	"-"	"1"	"113252616"	"113258099"	"Euteleostomi"	"Duplicate"
"ENSG00000155368"	"-"	"2"	"120124497"	"120130126"	"Theria"	"Duplicate"
"ENSG00000155380"	"-"	"1"	"113454469"	"113499635"	"Euteleostomi"	"Duplicate"
"ENSG00000155393"	"-"	"16"	"50099852"	"50140298"	"Bilateria"	"Singleton"
"ENSG00000155428"	"-"	"7"	"72430016"	"72439997"	"HomoSapiens"	"Duplicate"
"ENSG00000155438"	"-"	"2"	"122484521"	"122494499"	"FungiMetazoa"	"Singleton"
"ENSG00000155463"	"-"	"14"	"23235731"	"23241007"	"Bilateria"	"Duplicate"
"ENSG00000155465"	"-"	"14"	"23242431"	"23299029"	"Euteleostomi"	"Duplicate"
"ENSG00000155495"	"-"	"X"	"140991680"	"140997174"	"Simiiformes"	"Duplicate"
"ENSG00000155506"	"-"	"5"	"154092462"	"154197167"	"Euteleostomi"	"Duplicate"
"ENSG00000155508"	"-"	"5"	"154237113"	"154256353"	"Euteleostomi"	"Duplicate"
"ENSG00000155511"	"-"	"5"	"152869175"	"153193429"	"Euteleostomi"	"Duplicate"
"ENSG00000155530"	"-"	"7"	"133812052"	"133949343"	"Bilateria"	"Duplicate"
"ENSG00000155542"	"-"	"5"	"56205087"	"56221359"	"Chordata"	"Singleton"
"ENSG00000155545"	"-"	"5"	"56215429"	"56267502"	"Euteleostomi"	"Duplicate"
"ENSG00000155561"	"-"	"7"	"135242667"	"135333505"	"Bilateria"	"Singleton"
"ENSG00000155592"	"-"	"16"	"25247322"	"25269252"	"Mammalia"	"Duplicate"
"ENSG00000155621"	"-"	"9"	"74526426"	"74600970"	"Bilateria"	"Singleton"
"ENSG00000155622"	"-"	"X"	"52112173"	"52118823"	"HomoSapiens"	"Duplicate"
"ENSG00000155629"	"-"	"10"	"98353069"	"98480271"	"Euteleostomi"	"Duplicate"
"ENSG00000155636"	"-"	"2"	"178977151"	"179003738"	"Bilateria"	"Singleton"
"ENSG00000155640"	"-"	"10"	"98741041"	"98745582"	"Euteleostomi"	"Singleton"
"ENSG00000155657"	"-"	"2"	"179390716"	"179695529"	"Bilateria"	"Duplicate"
"ENSG00000155659"	"-"	"X"	"65241580"	"65259967"	"Sarcopterygii"	"Singleton"
"ENSG00000155660"	"-"	"7"	"148700154"	"148725733"	"Bilateria"	"Duplicate"
"ENSG00000155666"	"-"	"16"	"27214807"	"27233089"	"Bilateria"	"Duplicate"
"ENSG00000155714"	"-"	"16"	"21995186"	"22012433"	"Euteleostomi"	"Singleton"
"ENSG00000155719"	"-"	"16"	"21689835"	"21772050"	"Euteleostomi"	"Duplicate"
"ENSG00000155729"	"-"	"2"	"201353675"	"201384507"	"Euteleostomi"	"Singleton"
"ENSG00000155744"	"-"	"2"	"201838441"	"201936394"	"Euteleostomi"	"Duplicate"
"ENSG00000155749"	"-"	"2"	"202152994"	"202222121"	"Chordata"	"Singleton"
"ENSG00000155754"	"-"	"2"	"202352148"	"202483901"	"Sarcopterygii"	"Singleton"
"ENSG00000155755"	"-"	"2"	"202484907"	"202508293"	"Euteleostomi"	"Singleton"
"ENSG00000155760"	"-"	"2"	"202899310"	"202903160"	"Euteleostomi"	"Duplicate"
"ENSG00000155761"	"-"	"1"	"118496484"	"118727846"	"Chordata"	"Singleton"
"ENSG00000155792"	"-"	"8"	"120885957"	"121063152"	"Euteleostomi"	"Singleton"
"ENSG00000155816"	"-"	"1"	"240177648"	"240638489"	"Euteleostomi"	"Duplicate"
"ENSG00000155827"	"-"	"9"	"104296133"	"104325622"	"Euteleostomi"	"Duplicate"
"ENSG00000155833"	"-"	"9"	"105757593"	"105780770"	"Eutheria"	"Duplicate"
"ENSG00000155846"	"-"	"5"	"149109861"	"149234585"	"Euteleostomi"	"Duplicate"
"ENSG00000155849"	"-"	"7"	"36893961"	"37488852"	"Euteleostomi"	"Duplicate"
"ENSG00000155850"	"-"	"5"	"149340300"	"149373018"	"Euteleostomi"	"Duplicate"
"ENSG00000155858"	"-"	"5"	"157170703"	"157187717"	"Chordata"	"Singleton"
"ENSG00000155868"	"-"	"5"	"156564423"	"156586030"	"FungiMetazoa"	"Singleton"
"ENSG00000155875"	"-"	"9"	"18927656"	"19033251"	"Euteleostomi"	"Duplicate"
"ENSG00000155876"	"-"	"9"	"19049372"	"19051019"	"Theria"	"Duplicate"
"ENSG00000155886"	"-"	"9"	"19507450"	"19786926"	"Euteleostomi"	"Duplicate"
"ENSG00000155890"	"-"	"3"	"140396881"	"140419992"	"Euteleostomi"	"Singleton"
"ENSG00000155893"	"-"	"3"	"140947568"	"141013748"	"Bilateria"	"Singleton"
"ENSG00000155897"	"-"	"8"	"131792547"	"132054672"	"Bilateria"	"Duplicate"
"ENSG00000155903"	"-"	"3"	"141205889"	"141334184"	"Euteleostomi"	"Duplicate"
"ENSG00000155906"	"-"	"6"	"151725989"	"151773259"	"FungiMetazoa"	"Singleton"
"ENSG00000155918"	"-"	"6"	"150339470"	"150346668"	"HomoSapiens"	"Duplicate"
"ENSG00000155926"	"-"	"8"	"134048973"	"134115298"	"Euteleostomi"	"Duplicate"
"ENSG00000155957"	"-"	"12"	"66517709"	"66563852"	"HomoSapiens"	"Duplicate"
"ENSG00000155959"	"-"	"X"	"154425284"	"154468098"	"FungiMetazoa"	"Singleton"
"ENSG00000155961"	"-"	"X"	"154487526"	"154493874"	"Euteleostomi"	"Duplicate"
"ENSG00000155962"	"-"	"X"	"154505500"	"154563966"	"Euteleostomi"	"Duplicate"
"ENSG00000155966"	"-"	"X"	"147582139"	"148082193"	"Euteleostomi"	"Duplicate"
"ENSG00000155970"	"-"	"8"	"16884747"	"16980153"	"Euteleostomi"	"Duplicate"
"ENSG00000155974"	"-"	"12"	"66741211"	"67197966"	"Euteleostomi"	"Duplicate"
"ENSG00000155975"	"-"	"8"	"17104080"	"17159936"	"Euteleostomi"	"Duplicate"
"ENSG00000155980"	"-"	"12"	"57943781"	"57980415"	"Euteleostomi"	"Duplicate"
"ENSG00000155984"	"-"	"X"	"148678216"	"148713568"	"Eutheria"	"Duplicate"
"ENSG00000156006"	"-"	"8"	"18248755"	"18258728"	"Catarrhini"	"Duplicate"
"ENSG00000156009"	"-"	"X"	"149009941"	"149014609"	"Simiiformes"	"Duplicate"
"ENSG00000156011"	"-"	"8"	"18384811"	"18942240"	"Euteleostomi"	"Duplicate"
"ENSG00000156017"	"-"	"9"	"77595936"	"77643339"	"FungiMetazoa"	"Singleton"
"ENSG00000156026"	"-"	"10"	"74451889"	"74647452"	"Euteleostomi"	"Duplicate"
"ENSG00000156030"	"-"	"14"	"74181825"	"74256988"	"Euteleostomi"	"Duplicate"
"ENSG00000156042"	"-"	"10"	"75013517"	"75118617"	"Chordata"	"Singleton"
"ENSG00000156049"	"-"	"9"	"80037995"	"80263223"	"Bilateria"	"Duplicate"
"ENSG00000156050"	"-"	"14"	"74398204"	"74417117"	"Euteleostomi"	"Duplicate"
"ENSG00000156052"	"-"	"9"	"80331003"	"80646374"	"Euteleostomi"	"Duplicate"
"ENSG00000156076"	"-"	"12"	"65444406"	"65515346"	"Euteleostomi"	"Duplicate"
"ENSG00000156096"	"-"	"4"	"70345883"	"70391732"	"Simiiformes"	"Duplicate"
"ENSG00000156097"	"-"	"1"	"110082494"	"110091028"	"Euteleostomi"	"Duplicate"
"ENSG00000156103"	"-"	"8"	"89044237"	"89340254"	"Euteleostomi"	"Duplicate"
"ENSG00000156110"	"-"	"10"	"75910960"	"76469061"	"FungiMetazoa"	"Singleton"
"ENSG00000156113"	"-"	"10"	"78629359"	"79398353"	"Bilateria"	"Duplicate"
"ENSG00000156127"	"-"	"14"	"75988768"	"76013358"	"Euteleostomi"	"Duplicate"
"ENSG00000156136"	"-"	"4"	"71858255"	"71896631"	"Chordata"	"Duplicate"
"ENSG00000156140"	"-"	"4"	"73146686"	"73434516"	"Euteleostomi"	"Duplicate"
"ENSG00000156150"	"-"	"1"	"110602616"	"110613322"	"Euteleostomi"	"Duplicate"
"ENSG00000156162"	"-"	"8"	"95731931"	"95806064"	"Euteleostomi"	"Duplicate"
"ENSG00000156170"	"-"	"8"	"95907995"	"96128683"	"Bilateria"	"Singleton"
"ENSG00000156171"	"-"	"1"	"111659955"	"111682838"	"Euteleostomi"	"Duplicate"
"ENSG00000156172"	"-"	"8"	"96257147"	"96281429"	"Chordata"	"Singleton"
"ENSG00000156194"	"-"	"4"	"76781020"	"76823724"	"Euteleostomi"	"Duplicate"
"ENSG00000156206"	"-"	"15"	"81299374"	"81441516"	"Bilateria"	"Singleton"
"ENSG00000156218"	"-"	"15"	"84322838"	"84708594"	"Euteleostomi"	"Duplicate"
"ENSG00000156219"	"-"	"4"	"76932337"	"77033955"	"Tetrapoda"	"Duplicate"
"ENSG00000156222"	"-"	"15"	"85427885"	"85518876"	"Mammalia"	"Duplicate"
"ENSG00000156232"	"-"	"15"	"83478380"	"83503611"	"Euteleostomi"	"Duplicate"
"ENSG00000156234"	"-"	"4"	"78432907"	"78532988"	"Theria"	"Singleton"
"ENSG00000156239"	"-"	"21"	"30244513"	"30257693"	"FungiMetazoa"	"Singleton"
"ENSG00000156253"	"-"	"21"	"30376705"	"30391699"	"Euteleostomi"	"Duplicate"
"ENSG00000156256"	"-"	"21"	"30396950"	"30426809"	"Euteleostomi"	"Duplicate"
"ENSG00000156261"	"-"	"21"	"30428126"	"30446118"	"Euteleostomi"	"Duplicate"
"ENSG00000156265"	"-"	"21"	"30449792"	"30548210"	"Euteleostomi"	"Singleton"
"ENSG00000156269"	"-"	"4"	"80146848"	"80247204"	"Amniota"	"Duplicate"
"ENSG00000156273"	"-"	"21"	"30566392"	"31003071"	"Euteleostomi"	"Duplicate"
"ENSG00000156282"	"-"	"21"	"31538241"	"31538971"	"Amniota"	"Duplicate"
"ENSG00000156284"	"-"	"21"	"31586324"	"31588391"	"Amniota"	"Duplicate"
"ENSG00000156299"	"-"	"21"	"32490734"	"32932290"	"Euteleostomi"	"Duplicate"
"ENSG00000156304"	"-"	"21"	"33043346"	"33104388"	"Euteleostomi"	"Duplicate"
"ENSG00000156313"	"-"	"X"	"38128416"	"38186817"	"Bilateria"	"Duplicate"
"ENSG00000156345"	"-"	"9"	"90581356"	"90589668"	"Chordata"	"Duplicate"
"ENSG00000156374"	"-"	"10"	"105062553"	"105110891"	"Chordata"	"Duplicate"
"ENSG00000156381"	"-"	"14"	"102973179"	"102976136"	"Euteleostomi"	"Singleton"
"ENSG00000156384"	"-"	"10"	"105881816"	"105886143"	"Euteleostomi"	"Singleton"
"ENSG00000156395"	"-"	"10"	"106400859"	"107024993"	"Tetrapoda"	"Duplicate"
"ENSG00000156398"	"-"	"10"	"104474295"	"104503249"	"Bilateria"	"Duplicate"
"ENSG00000156411"	"-"	"14"	"104378625"	"104394606"	"Mammalia"	"Singleton"
"ENSG00000156413"	"-"	"19"	"5830621"	"5839742"	"Catarrhini"	"Duplicate"
"ENSG00000156414"	"-"	"14"	"104394799"	"104519004"	"Bilateria"	"Duplicate"
"ENSG00000156427"	"-"	"5"	"170846660"	"170884627"	"Euteleostomi"	"Duplicate"
"ENSG00000156453"	"-"	"5"	"141232938"	"141258811"	"Euteleostomi"	"Duplicate"
"ENSG00000156463"	"-"	"5"	"145316142"	"145461354"	"Bilateria"	"Duplicate"
"ENSG00000156466"	"-"	"8"	"97154562"	"97173020"	"Euteleostomi"	"Duplicate"
"ENSG00000156467"	"-"	"8"	"97238148"	"97247862"	"FungiMetazoa"	"Singleton"
"ENSG00000156469"	"-"	"8"	"97251626"	"97273838"	"Bilateria"	"Singleton"
"ENSG00000156471"	"-"	"8"	"97273943"	"97349223"	"Bilateria"	"Duplicate"
"ENSG00000156475"	"-"	"5"	"145967936"	"146464347"	"Euteleostomi"	"Duplicate"
"ENSG00000156482"	"-"	"8"	"99037079"	"99058697"	"FungiMetazoa"	"Singleton"
"ENSG00000156486"	"-"	"8"	"99439250"	"99445076"	"Euteleostomi"	"Duplicate"
"ENSG00000156500"	"-"	"X"	"133930819"	"133988640"	"Theria"	"Duplicate"
"ENSG00000156502"	"-"	"10"	"70939988"	"70968855"	"FungiMetazoa"	"Singleton"
"ENSG00000156504"	"-"	"X"	"133903596"	"133931262"	"Euteleostomi"	"Duplicate"
"ENSG00000156508"	"-"	"6"	"74225473"	"74233520"	"Euteleostomi"	"Duplicate"
"ENSG00000156509"	"-"	"8"	"101145588"	"101158028"	"Euteleostomi"	"Duplicate"
"ENSG00000156510"	"-"	"10"	"70980059"	"71027315"	"Euteleostomi"	"Duplicate"
"ENSG00000156515"	"-"	"10"	"71029740"	"71161638"	"Euteleostomi"	"Duplicate"
"ENSG00000156521"	"-"	"10"	"71897737"	"71906432"	"Bilateria"	"Singleton"
"ENSG00000156531"	"-"	"X"	"133507283"	"133562820"	"Euteleostomi"	"Duplicate"
"ENSG00000156535"	"-"	"6"	"74405508"	"74538040"	"Bilateria"	"Duplicate"
"ENSG00000156564"	"-"	"6"	"40359325"	"40555204"	"Euteleostomi"	"Duplicate"
"ENSG00000156574"	"-"	"10"	"72192071"	"72207707"	"Bilateria"	"Duplicate"
"ENSG00000156575"	"-"	"11"	"57144242"	"57148623"	"Eutheria"	"Duplicate"
"ENSG00000156587"	"-"	"11"	"57319129"	"57335757"	"Bilateria"	"Duplicate"
"ENSG00000156599"	"-"	"11"	"57435219"	"57468659"	"Euteleostomi"	"Duplicate"
"ENSG00000156603"	"-"	"11"	"57471186"	"57479693"	"Bilateria"	"Singleton"
"ENSG00000156639"	"-"	"6"	"37787275"	"38122400"	"Euteleostomi"	"Singleton"
"ENSG00000156642"	"-"	"15"	"73852355"	"73926475"	"Euteleostomi"	"Duplicate"
"ENSG00000156650"	"-"	"10"	"76585340"	"76792380"	"Euteleostomi"	"Duplicate"
"ENSG00000156671"	"-"	"10"	"76859344"	"76941881"	"Bilateria"	"Duplicate"
"ENSG00000156675"	"-"	"8"	"37716136"	"37756985"	"Euteleostomi"	"Duplicate"
"ENSG00000156687"	"-"	"8"	"35092975"	"35654068"	"Euteleostomi"	"Duplicate"
"ENSG00000156689"	"-"	"11"	"58601542"	"58671688"	"Theria"	"Duplicate"
"ENSG00000156697"	"-"	"X"	"129040097"	"129063737"	"Simiiformes"	"Duplicate"
"ENSG00000156709"	"-"	"X"	"129263337"	"129299861"	"Bilateria"	"Duplicate"
"ENSG00000156711"	"-"	"6"	"36095586"	"36107842"	"Euteleostomi"	"Duplicate"
"ENSG00000156735"	"-"	"8"	"38034051"	"38070819"	"Euteleostomi"	"Duplicate"
