GeneID	Prot	FamilyAge	GeneAge	GeneType
ENSMUSG00000012848	ENSMUSP00000104179	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000029913	ENSMUSP00000031976	Bilateria	Bilateria	Singleton
ENSMUSG00000026036	ENSMUSP00000084799	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000041777	ENSMUSP00000049834	Bilateria	Bilateria	Singleton
ENSMUSG00000026087	ENSMUSP00000027256	Bilateria	Bilateria	Singleton
ENSMUSG00000030347	ENSMUSP00000032497	Bilateria	Bilateria	Singleton
ENSMUSG00000062590	ENSMUSP00000027434	Bilateria	Bilateria	Singleton
ENSMUSG00000022945	ENSMUSP00000023666	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000058440	ENSMUSP00000110860	Bilateria	Bilateria	Singleton
ENSMUSG00000071324	ENSMUSP00000125583	Bilateria	Bilateria	Singleton
ENSMUSG00000034263	ENSMUSP00000049284	Bilateria	Bilateria	Singleton
ENSMUSG00000007035	ENSMUSP00000007250	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000037791	ENSMUSP00000044990	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000020056	ENSMUSP00000020248	Bilateria	Bilateria	Singleton
ENSMUSG00000047539	ENSMUSP00000054718	Bilateria	Bilateria	Singleton
ENSMUSG00000041740	ENSMUSP00000107725	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000029554	ENSMUSP00000031534	Bilateria	Bilateria	Singleton
ENSMUSG00000044477	ENSMUSP00000063158	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000027306	ENSMUSP00000068713	Chordata	Chordata	Singleton
ENSMUSG00000048799	ENSMUSP00000062433	Chordata	Chordata	Singleton
ENSMUSG00000036376	ENSMUSP00000045888	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000039994	ENSMUSP00000058021	Bilateria	Bilateria	Singleton
ENSMUSG00000036270	ENSMUSP00000113854	Bilateria	Bilateria	Singleton
ENSMUSG00000021339	ENSMUSP00000021772	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000019710	ENSMUSP00000114111	Bilateria	Bilateria	Singleton
ENSMUSG00000027284	ENSMUSP00000106329	Bilateria	Bilateria	Singleton
ENSMUSG00000040820	ENSMUSP00000130981	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000041231	ENSMUSP00000099859	Bilateria	Bilateria	Singleton
ENSMUSG00000020717	ENSMUSP00000079664	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000048772	ENSMUSP00000061523	Bilateria	Bilateria	Singleton
ENSMUSG00000030045	ENSMUSP00000032124	Bilateria	Bilateria	Singleton
ENSMUSG00000090112	ENSMUSP00000039422	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000031684	ENSMUSP00000034111	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000033773	ENSMUSP00000070209	Bilateria	Bilateria	Singleton
ENSMUSG00000019814	ENSMUSP00000019950	Bilateria	Bilateria	Singleton
ENSMUSG00000037260	ENSMUSP00000040356	Bilateria	Bilateria	Singleton
ENSMUSG00000019988	ENSMUSP00000020163	Bilateria	Bilateria	Singleton
ENSMUSG00000018761	ENSMUSP00000018905	Bilateria	Bilateria	Singleton
ENSMUSG00000034906	ENSMUSP00000106017	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000040532	ENSMUSP00000043041	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000039738	ENSMUSP00000038871	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000025937	ENSMUSP00000027071	Bilateria	Bilateria	Singleton
ENSMUSG00000024160	ENSMUSP00000126878	Bilateria	Bilateria	Singleton
ENSMUSG00000059669	ENSMUSP00000075339	Chordata	Chordata	Singleton
ENSMUSG00000020544	ENSMUSP00000020851	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000021666	ENSMUSP00000125656	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000000399	ENSMUSP00000085523	Bilateria	Bilateria	Singleton
ENSMUSG00000040034	ENSMUSP00000046732	Bilateria	Bilateria	Singleton
ENSMUSG00000020495	ENSMUSP00000020801	Bilateria	Bilateria	Singleton
ENSMUSG00000032026	ENSMUSP00000034524	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000025503	ENSMUSP00000026576	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000028128	ENSMUSP00000029771	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000038736	ENSMUSP00000042746	Bilateria	Bilateria	Singleton
ENSMUSG00000028863	ENSMUSP00000053543	Bilateria	Bilateria	Singleton
ENSMUSG00000021550	ENSMUSP00000022032	Bilateria	Bilateria	Singleton
ENSMUSG00000024833	ENSMUSP00000025752	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000054226	ENSMUSP00000109382	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000029199	ENSMUSP00000031101	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000048330	ENSMUSP00000056990	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000026623	ENSMUSP00000106480	Bilateria	Bilateria	Singleton
ENSMUSG00000078789	ENSMUSP00000042162	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000025024	ENSMUSP00000025997	Bilateria	Bilateria	Singleton
ENSMUSG00000031381	ENSMUSP00000107874	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000026187	ENSMUSP00000027379	Bilateria	Bilateria	Singleton
ENSMUSG00000030870	ENSMUSP00000033158	Chordata	Chordata	Singleton
ENSMUSG00000006221	ENSMUSP00000099544	Chordata	Chordata	Singleton
ENSMUSG00000037531	ENSMUSP00000048078	Bilateria	Bilateria	Singleton
ENSMUSG00000021368	ENSMUSP00000137280	Bilateria	Bilateria	Singleton
ENSMUSG00000031171	ENSMUSP00000033513	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000028975	ENSMUSP00000099506	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000031479	ENSMUSP00000033866	Bilateria	Bilateria	Singleton
ENSMUSG00000024260	ENSMUSP00000025109	Bilateria	Bilateria	Singleton
ENSMUSG00000028018	ENSMUSP00000029651	Bilateria	Bilateria	Singleton
ENSMUSG00000028683	ENSMUSP00000102056	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000020803	ENSMUSP00000021158	Bilateria	Bilateria	Singleton
ENSMUSG00000024104	ENSMUSP00000038983	Chordata	Chordata	Singleton
ENSMUSG00000041840	ENSMUSP00000035826	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000022604	ENSMUSP00000023270	Bilateria	Bilateria	Singleton
ENSMUSG00000019975	ENSMUSP00000020149	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000026127	ENSMUSP00000027303	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000040586	ENSMUSP00000041744	Chordata	Chordata	Singleton
ENSMUSG00000068663	ENSMUSP00000065423	Bilateria	Bilateria	Singleton
ENSMUSG00000034951	ENSMUSP00000058990	Bilateria	Bilateria	Singleton
ENSMUSG00000021018	ENSMUSP00000021405	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000039103	ENSMUSP00000037120	Chordata	Chordata	Singleton
ENSMUSG00000038812	ENSMUSP00000112250	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000050490	ENSMUSP00000078625	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000068749	ENSMUSP00000088057	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000030298	ENSMUSP00000032440	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000038957	ENSMUSP00000049146	Bilateria	Bilateria	Singleton
ENSMUSG00000020739	ENSMUSP00000021085	Bilateria	Bilateria	Singleton
ENSMUSG00000039176	ENSMUSP00000073551	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000021731	ENSMUSP00000022245	Bilateria	Bilateria	Singleton
ENSMUSG00000042670	ENSMUSP00000049044	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000020899	ENSMUSP00000021282	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000049659	ENSMUSP00000036778	Bilateria	Bilateria	Singleton
ENSMUSG00000012117	ENSMUSP00000116098	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000049323	ENSMUSP00000055926	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000030316	ENSMUSP00000032461	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000027828	ENSMUSP00000029414	Bilateria	Bilateria	Singleton
ENSMUSG00000040738	ENSMUSP00000038418	Bilateria	Bilateria	Singleton
ENSMUSG00000020526	ENSMUSP00000099484	Bilateria	Bilateria	Singleton
ENSMUSG00000030591	ENSMUSP00000051657	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000038039	ENSMUSP00000054033	Bilateria	Bilateria	Singleton
ENSMUSG00000035776	ENSMUSP00000042606	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000031575	ENSMUSP00000070957	Bilateria	Bilateria	Singleton
ENSMUSG00000036955	ENSMUSP00000065160	Bilateria	Bilateria	Singleton
ENSMUSG00000058407	ENSMUSP00000125491	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000018661	ENSMUSP00000018805	Bilateria	Bilateria	Singleton
ENSMUSG00000010554	ENSMUSP00000114682	Bilateria	Bilateria	Singleton
ENSMUSG00000035936	ENSMUSP00000040591	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000038148	ENSMUSP00000124528	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000027244	ENSMUSP00000076081	Bilateria	Bilateria	Singleton
ENSMUSG00000005262	ENSMUSP00000111241	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000033970	ENSMUSP00000039621	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000051146	ENSMUSP00000057368	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000046447	ENSMUSP00000060349	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000032508	ENSMUSP00000035092	Bilateria	Bilateria	Singleton
ENSMUSG00000032098	ENSMUSP00000034609	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000054237	ENSMUSP00000070534	Bilateria	Bilateria	Singleton
ENSMUSG00000003531	ENSMUSP00000123029	Bilateria	Bilateria	Singleton
ENSMUSG00000055923	ENSMUSP00000113792	Bilateria	Bilateria	Singleton
ENSMUSG00000037526	ENSMUSP00000039047	Bilateria	Bilateria	Singleton
ENSMUSG00000017697	ENSMUSP00000017841	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000021079	ENSMUSP00000126298	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000029486	ENSMUSP00000112977	Bilateria	Bilateria	Singleton
ENSMUSG00000026342	ENSMUSP00000027580	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000056305	ENSMUSP00000064515	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000028954	ENSMUSP00000070265	Bilateria	Bilateria	Singleton
ENSMUSG00000039842	ENSMUSP00000037000	Bilateria	Bilateria	Singleton
ENSMUSG00000031878	ENSMUSP00000034349	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000029173	ENSMUSP00000031069	Bilateria	Bilateria	Singleton
ENSMUSG00000035354	ENSMUSP00000045297	Bilateria	Bilateria	Singleton
ENSMUSG00000022545	ENSMUSP00000023206	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000022351	ENSMUSP00000022977	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000021520	ENSMUSP00000021993	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000030421	ENSMUSP00000082646	Chordata	Chordata	Singleton
ENSMUSG00000021357	ENSMUSP00000100010	Bilateria	Bilateria	Singleton
ENSMUSG00000028648	ENSMUSP00000101813	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000027193	ENSMUSP00000028617	Bilateria	Bilateria	Singleton
ENSMUSG00000079076	ENSMUSP00000106189	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000030079	ENSMUSP00000032165	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000021311	ENSMUSP00000097442	Bilateria	Bilateria	Singleton
ENSMUSG00000028757	ENSMUSP00000030538	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000052997	ENSMUSP00000099807	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000039523	ENSMUSP00000040762	Bilateria	Bilateria	Singleton
ENSMUSG00000021244	ENSMUSP00000021670	Bilateria	Bilateria	Singleton
ENSMUSG00000021519	ENSMUSP00000021991	Bilateria	Bilateria	Singleton
ENSMUSG00000033009	ENSMUSP00000105183	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000039531	ENSMUSP00000037121	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000038416	ENSMUSP00000047950	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000039515	ENSMUSP00000046837	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000028322	ENSMUSP00000030003	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000026914	ENSMUSP00000028278	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000050043	ENSMUSP00000107294	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000071035	ENSMUSP00000136112	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000064030	ENSMUSP00000129789	Bilateria	Bilateria	Singleton
ENSMUSG00000018415	ENSMUSP00000064926	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000026142	ENSMUSP00000137770	Chordata	Chordata	Singleton
ENSMUSG00000040557	ENSMUSP00000039080	Chordata	Chordata	Singleton
ENSMUSG00000019792	ENSMUSP00000019927	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000035851	ENSMUSP00000039133	Bilateria	Bilateria	Singleton
ENSMUSG00000040621	ENSMUSP00000084414	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000023806	ENSMUSP00000024572	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000073471	ENSMUSP00000095034	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000023921	ENSMUSP00000130941	Bilateria	Bilateria	Singleton
ENSMUSG00000022370	ENSMUSP00000130722	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000020840	ENSMUSP00000021197	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000017715	ENSMUSP00000121973	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000026709	ENSMUSP00000041851	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000021764	ENSMUSP00000022286	Bilateria	Bilateria	Singleton
ENSMUSG00000027742	ENSMUSP00000048603	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000079614	ENSMUSP00000025421	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000056899	ENSMUSP00000118779	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000055334	ENSMUSP00000067200	Bilateria	Bilateria	Singleton
ENSMUSG00000027430	ENSMUSP00000028917	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000046836	ENSMUSP00000061345	Bilateria	Bilateria	Singleton
ENSMUSG00000018548	ENSMUSP00000049057	Chordata	Chordata	Singleton
ENSMUSG00000028737	ENSMUSP00000043821	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000021681	ENSMUSP00000022189	Bilateria	Bilateria	Singleton
ENSMUSG00000022235	ENSMUSP00000070314	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000026679	ENSMUSP00000027992	Bilateria	Bilateria	Singleton
ENSMUSG00000029012	ENSMUSP00000030872	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000034192	ENSMUSP00000044178	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000029617	ENSMUSP00000031621	Bilateria	Bilateria	Singleton
ENSMUSG00000078622	ENSMUSP00000002043	Bilateria	Bilateria	Singleton
ENSMUSG00000036678	ENSMUSP00000044604	Bilateria	Bilateria	Singleton
ENSMUSG00000029464	ENSMUSP00000031420	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000022476	ENSMUSP00000023113	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000007603	ENSMUSP00000007747	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000048170	ENSMUSP00000062843	Bilateria	Bilateria	Singleton
ENSMUSG00000020660	ENSMUSP00000020990	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000029647	ENSMUSP00000031651	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000036977	ENSMUSP00000048244	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000029920	ENSMUSP00000031984	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000021947	ENSMUSP00000022517	Bilateria	Bilateria	Singleton
ENSMUSG00000095687	ENSMUSP00000095031	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000094724	ENSMUSP00000137303	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000024588	ENSMUSP00000025484	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000063884	ENSMUSP00000080743	Bilateria	Bilateria	Singleton
ENSMUSG00000036632	ENSMUSP00000035879	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000031928	ENSMUSP00000034405	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000013736	ENSMUSP00000060900	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000031730	ENSMUSP00000070303	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000030094	ENSMUSP00000032182	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000030868	ENSMUSP00000033156	Bilateria	Bilateria	Singleton
ENSMUSG00000056131	ENSMUSP00000070871	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000032386	ENSMUSP00000112385	Bilateria	Bilateria	Singleton
ENSMUSG00000038683	ENSMUSP00000040846	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000025133	ENSMUSP00000026126	Bilateria	Bilateria	Singleton
ENSMUSG00000066684	ENSMUSP00000106606	Amniota	Mus.musculus	Duplicate
ENSMUSG00000066682	ENSMUSP00000131233	Amniota	Mus.musculus	Duplicate
ENSMUSG00000046245	ENSMUSP00000050313	Amniota	Murinae	Duplicate
ENSMUSG00000079036	ENSMUSP00000124565	Bilateria	Bilateria	Singleton
ENSMUSG00000037172	ENSMUSP00000045103	Chordata	Chordata	Singleton
ENSMUSG00000005625	ENSMUSP00000102857	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000043909	ENSMUSP00000106278	Bilateria	Bilateria	Singleton
ENSMUSG00000020283	ENSMUSP00000020523	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000029440	ENSMUSP00000098295	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000057421	ENSMUSP00000078901	Bilateria	Bilateria	Singleton
ENSMUSG00000029125	ENSMUSP00000109761	Bilateria	Bilateria	Singleton
ENSMUSG00000032306	ENSMUSP00000034856	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000039178	ENSMUSP00000040585	Bilateria	Bilateria	Singleton
ENSMUSG00000028345	ENSMUSP00000132498	Bilateria	Bilateria	Singleton
ENSMUSG00000031667	ENSMUSP00000113769	Bilateria	Bilateria	Singleton
ENSMUSG00000037720	ENSMUSP00000042852	Bilateria	Bilateria	Singleton
ENSMUSG00000032469	ENSMUSP00000070991	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000028688	ENSMUSP00000030451	Bilateria	Bilateria	Singleton
ENSMUSG00000005846	ENSMUSP00000113431	Bilateria	Bilateria	Singleton
ENSMUSG00000025137	ENSMUSP00000026129	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000030871	ENSMUSP00000033159	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000020471	ENSMUSP00000099986	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000047003	ENSMUSP00000056510	Bilateria	Eutheria	Duplicate
ENSMUSG00000031711	ENSMUSP00000034147	Bilateria	Bilateria	Singleton
ENSMUSG00000045539	ENSMUSP00000056287	Theria	Eutheria	Duplicate
ENSMUSG00000042447	ENSMUSP00000039301	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000021569	ENSMUSP00000022053	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000035401	ENSMUSP00000038216	Bilateria	Bilateria	Singleton
ENSMUSG00000033964	ENSMUSP00000045570	Bilateria	Bilateria	Singleton
ENSMUSG00000040842	ENSMUSP00000099545	Chordata	Chordata	Singleton
ENSMUSG00000028476	ENSMUSP00000030198	Bilateria	Bilateria	Singleton
ENSMUSG00000003402	ENSMUSP00000003493	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000030225	ENSMUSP00000084959	Bilateria	Bilateria	Singleton
ENSMUSG00000041303	ENSMUSP00000039420	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000027374	ENSMUSP00000028852	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000057234	ENSMUSP00000080337	Bilateria	Bilateria	Singleton
ENSMUSG00000032468	ENSMUSP00000035043	Chordata	Chordata	Singleton
ENSMUSG00000031485	ENSMUSP00000033875	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000064037	ENSMUSP00000076217	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000031864	ENSMUSP00000034328	Bilateria	Bilateria	Singleton
ENSMUSG00000027131	ENSMUSP00000028551	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000056820	ENSMUSP00000075290	Bilateria	Bilateria	Singleton
ENSMUSG00000079469	ENSMUSP00000139269	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000040720	ENSMUSP00000103943	Bilateria	Bilateria	Singleton
ENSMUSG00000021548	ENSMUSP00000022030	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000042272	ENSMUSP00000099721	Bilateria	Bilateria	Singleton
ENSMUSG00000035900	ENSMUSP00000086321	Bilateria	Bilateria	Singleton
ENSMUSG00000018068	ENSMUSP00000018212	Bilateria	Bilateria	Singleton
ENSMUSG00000090213	ENSMUSP00000006587	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000089739	ENSMUSP00000118416	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000003135	ENSMUSP00000125638	Bilateria	Bilateria	Singleton
ENSMUSG00000041057	ENSMUSP00000048337	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000021241	ENSMUSP00000021667	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000034154	ENSMUSP00000051845	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000039756	ENSMUSP00000045043	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000029179	ENSMUSP00000031077	Bilateria	Bilateria	Singleton
ENSMUSG00000029414	ENSMUSP00000031366	Bilateria	Bilateria	Singleton
ENSMUSG00000032586	ENSMUSP00000040001	Bilateria	Bilateria	Singleton
ENSMUSG00000022820	ENSMUSP00000023514	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000070330	ENSMUSP00000091432	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000022715	ENSMUSP00000023400	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000005378	ENSMUSP00000083146	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000040359	ENSMUSP00000100059	Bilateria	Bilateria	Singleton
ENSMUSG00000022450	ENSMUSP00000023085	Bilateria	Bilateria	Singleton
ENSMUSG00000053774	ENSMUSP00000110804	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000035399	ENSMUSP00000131932	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000000282	ENSMUSP00000000291	Bilateria	Bilateria	Singleton
ENSMUSG00000029610	ENSMUSP00000031613	Bilateria	Bilateria	Singleton
ENSMUSG00000014769	ENSMUSP00000014913	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000042165	ENSMUSP00000045065	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000039041	ENSMUSP00000050076	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000039130	ENSMUSP00000100057	Chordata	Chordata	Singleton
ENSMUSG00000039771	ENSMUSP00000038505	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000029221	ENSMUSP00000124047	Bilateria	Bilateria	Singleton
ENSMUSG00000061360	ENSMUSP00000023117	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000025857	ENSMUSP00000026975	Bilateria	Bilateria	Singleton
ENSMUSG00000024392	ENSMUSP00000025250	Bilateria	Bilateria	Singleton
ENSMUSG00000032666	ENSMUSP00000036406	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000041671	ENSMUSP00000036394	Bilateria	Bilateria	Singleton
ENSMUSG00000000976	ENSMUSP00000001002	Bilateria	Bilateria	Singleton
ENSMUSG00000008301	ENSMUSP00000008445	Bilateria	Bilateria	Singleton
ENSMUSG00000031201	ENSMUSP00000033544	Chordata	Chordata	Singleton
ENSMUSG00000000374	ENSMUSP00000000384	Bilateria	Bilateria	Singleton
ENSMUSG00000035575	ENSMUSP00000046643	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000020003	ENSMUSP00000020182	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000002332	ENSMUSP00000002403	Bilateria	Bilateria	Singleton
ENSMUSG00000020561	ENSMUSP00000020877	Bilateria	Bilateria	Singleton
ENSMUSG00000007987	ENSMUSP00000008131	Bilateria	Bilateria	Singleton
ENSMUSG00000031835	ENSMUSP00000095965	Bilateria	Bilateria	Singleton
ENSMUSG00000007458	ENSMUSP00000108229	Chordata	Chordata	Singleton
ENSMUSG00000001056	ENSMUSP00000120014	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000025609	ENSMUSP00000026699	Bilateria	Bilateria	Singleton
ENSMUSG00000031858	ENSMUSP00000054763	Bilateria	Bilateria	Singleton
ENSMUSG00000049439	ENSMUSP00000050823	Chordata	Chordata	Singleton
ENSMUSG00000042208	ENSMUSP00000044265	Bilateria	Bilateria	Singleton
ENSMUSG00000018433	ENSMUSP00000018577	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000031671	ENSMUSP00000034096	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000035351	ENSMUSP00000129728	Bilateria	Bilateria	Singleton
ENSMUSG00000039509	ENSMUSP00000048084	Bilateria	Bilateria	Singleton
ENSMUSG00000005882	ENSMUSP00000105264	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000024989	ENSMUSP00000127961	Chordata	Chordata	Singleton
ENSMUSG00000054484	ENSMUSP00000064310	Chordata	Chordata	Singleton
ENSMUSG00000040112	ENSMUSP00000048348	Bilateria	Bilateria	Singleton
ENSMUSG00000020457	ENSMUSP00000020741	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000042742	ENSMUSP00000040578	Bilateria	Bilateria	Singleton
ENSMUSG00000033579	ENSMUSP00000043597	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000030491	ENSMUSP00000032701	Chordata	Chordata	Singleton
ENSMUSG00000031173	ENSMUSP00000056152	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000032295	ENSMUSP00000125478	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000017119	ENSMUSP00000099388	Euteleostomi	Euteleostomi	Singleton
