	HUGO_symbol	seqnames	start	end	GeneAge	BirthType	Handsaker_WholeGeneLoss	Zarrei_WholeGeneLoss	Abyzov_WholeGeneLoss	Handsaker_ExonicLoss	Zarrei_ExonicLoss	Abyzov_ExonicLoss	Handsaker_IntronicLoss	Zarrei_IntronicLoss	Abyzov_IntronicLoss
ENSG00000133424	LARGE	22	33558212	34318829	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
ENSG00000105136	ZNF419	19	57999079	58006048	Catarrhini	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000145934	TENM2	5	166711804	167691162	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
ENSG00000144843	ADPRH	3	119298115	119308792	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000182264	IZUMO1	19	49244109	49250166	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000141424	SLC39A6	18	33688495	33709348	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000165669	FAM204A	10	120065401	120101840	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000180900	SCRIB	8	144873090	144897549	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000213927	CCL27	9	34661877	34664045	Mammalia	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000163812	ZDHHC3	3	44956749	45017677	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000168781	PPIP5K1	15	43825660	43882430	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000156858	PRR14	16	30662038	30667761	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000112981	NME5	5	137450866	137475132	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000095981	KCNK16	6	39282474	39290744	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000166741	NNMT	11	114128509	114184007	Mammalia	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000136717	BIN1	2	127805603	127864931	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000174951	FUT1	19	49251268	49258647	Mammalia	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000197119	SLC25A29	14	100757448	100772884	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000166292	TMEM100	17	53796988	53809482	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000155636	RBM45	2	178977151	179003738	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000126883	NUP214	9	134000948	134110057	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000137225	CAPN11	6	44126548	44152139	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000213096	ZNF254	19	24216276	24312654	Catarrhini	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000166484	MAPK7	17	19281034	19286857	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000105550	FGF21	19	49258816	49261587	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000112175	BMP5	6	55618443	55740362	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000175899	A2M	12	9220260	9268825	Eutheria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000174145	KIAA1239	4	37245842	37451087	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000168792	ABHD15	17	27887565	27894155	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000160193	WDR4	21	44263204	44299678	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000109113	RAB34	17	27041299	27045447	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000180425	C11orf71	11	114262165	114271139	Eutheria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000108342	CSF3	17	38171614	38174066	Sarcopterygii	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000115170	ACVR1	2	158592958	158732374	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000158863	FAM160B2	8	21946670	21962409	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000138294	MSMB	10	51549498	51562517	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000204952	FBXO47	17	37092685	37123655	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000175189	INHBC	12	57828543	57844611	Amniota	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000169021	UQCRFS1	19	29698173	29704448	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000172724	CCL19	9	34689564	34691274	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000076053	RBM7	11	114270752	114284925	HomoSapiens	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000166069	TMCO5A	15	38214140	38259925	Theria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000187135	VSTM2B	19	30017406	30055386	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000154274	C4orf19	4	37455563	37625117	Amniota	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000143390	RFX5	1	151313116	151319833	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000151692	RNF144A	2	7057523	7208417	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000105552	BCAT2	19	49298319	49314286	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000042781	USH2A	1	215796236	216596738	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
ENSG00000175329	ISX	22	35462129	35483380	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000181826	RELL1	4	37592422	37687998	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000105171	POP4	19	30094924	30108144	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000229415	SFTA3	14	36942493	36983034	Simiiformes	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000137077	CCL21	9	34709002	34710121	Amniota	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000142484	TM4SF5	17	4675179	4686506	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000171174	RBKS	2	28004231	28113965	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ENSG00000134480	CCNH	5	86687311	86708836	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000144837	PLA1A	3	119316689	119348658	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000104892	KLC3	19	45836692	45854778	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000173250	GPR151	5	145892666	145895753	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000100281	HMGXB4	22	35653445	35691800	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000151726	ACSL1	4	185676749	185747972	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000141179	PCTP	17	53828340	53920191	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000205108	FAM205A	9	34723052	34729464	Eutheria	Duplicate	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000139269	INHBE	12	57846106	57853063	Amniota	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000135596	MICAL1	6	109765265	109787171	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000182853	VMO1	17	4688580	4689728	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000149485	FADS1	11	61567099	61596790	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000107872	FBXL15	10	104178946	104182893	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000145781	COMMD10	5	115420688	115748459	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
ENSG00000240230	COX19	7	938415	1015235	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000117643	MAN1C1	1	25943959	26112698	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000079156	OSBPL6	2	179059208	179264160	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000122733	KIAA1045	9	34957484	34982541	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000156860	FBRS	16	30669752	30682135	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000167799	NUDT8	11	67395409	67397401	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000175305	CCNE2	8	95891998	95908906	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000160194	NDUFV3	21	44299754	44333414	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000182327	GLTPD2	17	4692254	4693685	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000167543	TP53I13	17	27893070	27900175	Amniota	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000131379	C3orf20	3	14716606	14814541	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ENSG00000142507	PSMB6	17	4699439	4701790	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000167800	TBX10	11	67398774	67407031	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000163126	ANKRD23	2	97490263	97523671	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000153094	BCL2L11	2	111876955	111926024	Sarcopterygii	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000167964	RAB26	16	2190804	2204166	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000156475	PPP2R2B	5	145967936	146464347	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
ENSG00000169299	PGM2	4	37828255	37864558	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000101115	SALL4	20	50400581	50419059	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000132744	ACY3	11	67410026	67418130	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000073614	KDM5A	12	389295	498620	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000144746	ARL6IP5	3	69134095	69155217	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000164081	TEX264	3	51696709	51738339	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000151689	INPP1	2	191208196	191236391	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000188162	OTOG	11	17568920	17668697	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000111863	ADTRP	6	11712287	11807279	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000161973	CCDC42	17	8633252	8648537	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000137094	DNAJB5	9	34989638	34998897	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000160199	PKNOX1	21	44394620	44453691	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000158023	WDR66	12	122355768	122441833	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000132746	ALDH3B2	11	67429633	67448671	Theria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000145734	BDP1	5	70751442	70863649	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000138356	AOX1	2	201450591	201541787	Amniota	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000243725	TTC4	1	55181495	55208330	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000111087	GLI1	12	57853918	57866045	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000105971	CAV2	7	115927434	116148595	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000138101	DTNB	2	25600067	25896503	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000214415	GNAT3	7	80087987	80141336	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000153404	PLEKHG4B	5	140373	190085	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000076043	REXO2	11	114310108	114321001	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000139679	LPAR6	13	48963707	49018840	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000119973	PRLHR	10	120352916	120355160	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000105364	MRPL4	19	10362577	10370721	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000112619	PRPH2	6	42664340	42690312	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000173566	NUDT18	8	21964383	21966932	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000129219	PLD2	17	4710391	4726729	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000135437	RDH5	12	56114151	56118489	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000161381	PLXDC1	17	37219556	37310647	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000104884	ERCC2	19	45853095	45874176	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000188373	C10orf99	10	85933494	85945050	Eutheria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000189409	MMP23B	1	1567474	1570639	Bilateria	Duplicate	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000099937	SERPIND1	22	21128167	21142008	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000151893	CACUL1	10	120433679	120514761	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000131653	TRAF7	16	2205699	2228130	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000174038	C9orf131	9	35041092	35045988	Eutheria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000134759	ELP2	18	33709407	33757909	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000087076	HSD17B14	19	49316274	49339935	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000164900	GBX1	7	150845676	150871832	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000154783	FGD5	3	14860469	14975895	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000020256	ZFP64	20	50668202	50820847	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000099940	SNAP29	22	21213271	21245506	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000136161	RCBTB2	13	49063095	49107369	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000168453	HR	8	21971928	21990897	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000183318	SPDYE4	17	8656424	8661877	Simiiformes	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000075223	SEMA3C	7	80371854	80551675	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000146926	ASB10	7	150872785	150884919	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000162396	PARS2	1	55222571	55230187	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000126882	FAM78A	9	134133463	134151934	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000140107	SLC25A47	14	100789674	100796715	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000152439	ZNF773	19	58011283	58029772	Catarrhini	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000006555	TTC22	1	55245385	55266940	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000148600	CDHR1	10	85954410	85979377	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000135913	USP37	2	219314974	219433084	Theria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000138293	NCOA4	10	51565108	51590734	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000115665	SLC5A7	2	108602979	108630450	Bilateria	Singleton	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000105559	PLEKHA4	19	49340354	49371889	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000092421	SEMA6A	5	115779312	115910630	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000165280	VCP	9	35056061	35073246	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000160539	PPAPDC3	9	134165081	134184649	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000115738	ID2	2	8818975	8824583	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000196482	ESRRG	1	216676588	217311097	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000011523	CEP68	2	65283500	65314138	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000121406	ZNF549	19	58038693	58068910	Eutheria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000112053	SLC26A8	6	35911291	35992645	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000110057	UNC93B1	11	67758575	67772452	HomoPanGorilla	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000049323	LTBP1	2	33172039	33624576	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
ENSG00000106631	MYL7	7	44178463	44180931	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000121577	POPDC2	3	119355304	119384171	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000116005	PCYOX1	2	70484518	70508323	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000099942	CRKL	22	21271714	21308037	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000162398	C1orf177	1	55271736	55307925	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
ENSG00000135404	CD63	12	56119107	56123491	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000112983	BRD8	5	137475455	137514675	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000251369	ZNF550	19	58046625	58071231	Eutheria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000177084	POLE	12	133200348	133263951	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000100284	TOM1	22	35695268	35743985	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000033050	ABCF2	7	150904923	150924316	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000140332	TLE3	15	70340129	70390515	Amniota	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
